NAME,County,State,variable,estimate,Sex,Age,HI_Coverage
"Sanilac County, Michigan",Sanilac, Michigan,B27001_008,331,Male,6 to 18 years,No
"Sanilac County, Michigan",Sanilac, Michigan,B27001_010,1234,Male,19 to 25 years,Yes
"Sanilac County, Michigan",Sanilac, Michigan,B27001_011,310,Male,19 to 25 years,No
"Sanilac County, Michigan",Sanilac, Michigan,B27001_013,1386,Male,26 to 34 years,Yes
"Sanilac County, Michigan",Sanilac, Michigan,B27001_014,457,Male,26 to 34 years,No
"Sanilac County, Michigan",Sanilac, Michigan,B27001_016,1857,Male,35 to 44 years,Yes
"Sanilac County, Michigan",Sanilac, Michigan,B27001_017,303,Male,35 to 44 years,No
"Sanilac County, Michigan",Sanilac, Michigan,B27001_019,2505,Male,45 to 54 years,Yes
"Sanilac County, Michigan",Sanilac, Michigan,B27001_020,301,Male,45 to 54 years,No
"Sanilac County, Michigan",Sanilac, Michigan,B27001_022,3036,Male,55 to 64 years,Yes
"Sanilac County, Michigan",Sanilac, Michigan,B27001_023,284,Male,55 to 64 years,No
"Sanilac County, Michigan",Sanilac, Michigan,B27001_025,2285,Male,65 to 74 years,Yes
"Sanilac County, Michigan",Sanilac, Michigan,B27001_026,32,Male,65 to 74 years,No
"Sanilac County, Michigan",Sanilac, Michigan,B27001_028,1544,Male,75 years and over,Yes
"Sanilac County, Michigan",Sanilac, Michigan,B27001_029,7,Male,75 years and over,No
"Sanilac County, Michigan",Sanilac, Michigan,B27001_032,1081,Female,Under 6 years,Yes
"Sanilac County, Michigan",Sanilac, Michigan,B27001_033,185,Female,Under 6 years,No
"Sanilac County, Michigan",Sanilac, Michigan,B27001_035,2973,Female,6 to 18 years,Yes
"Sanilac County, Michigan",Sanilac, Michigan,B27001_036,471,Female,6 to 18 years,No
"Sanilac County, Michigan",Sanilac, Michigan,B27001_038,1225,Female,19 to 25 years,Yes
"Sanilac County, Michigan",Sanilac, Michigan,B27001_039,212,Female,19 to 25 years,No
"Sanilac County, Michigan",Sanilac, Michigan,B27001_041,1552,Female,26 to 34 years,Yes
"Sanilac County, Michigan",Sanilac, Michigan,B27001_042,282,Female,26 to 34 years,No
"Sanilac County, Michigan",Sanilac, Michigan,B27001_044,1883,Female,35 to 44 years,Yes
"Sanilac County, Michigan",Sanilac, Michigan,B27001_045,319,Female,35 to 44 years,No
"Sanilac County, Michigan",Sanilac, Michigan,B27001_047,2596,Female,45 to 54 years,Yes
"Sanilac County, Michigan",Sanilac, Michigan,B27001_048,221,Female,45 to 54 years,No
"Sanilac County, Michigan",Sanilac, Michigan,B27001_050,3034,Female,55 to 64 years,Yes
"Sanilac County, Michigan",Sanilac, Michigan,B27001_051,239,Female,55 to 64 years,No
"Sanilac County, Michigan",Sanilac, Michigan,B27001_053,2463,Female,65 to 74 years,Yes
"Sanilac County, Michigan",Sanilac, Michigan,B27001_054,22,Female,65 to 74 years,No
"Sanilac County, Michigan",Sanilac, Michigan,B27001_056,1944,Female,75 years and over,Yes
"Sanilac County, Michigan",Sanilac, Michigan,B27001_057,6,Female,75 years and over,No
"Schoolcraft County, Michigan",Schoolcraft, Michigan,B27001_004,170,Male,Under 6 years,Yes
"Schoolcraft County, Michigan",Schoolcraft, Michigan,B27001_005,32,Male,Under 6 years,No
"Schoolcraft County, Michigan",Schoolcraft, Michigan,B27001_007,507,Male,6 to 18 years,Yes
"Schoolcraft County, Michigan",Schoolcraft, Michigan,B27001_008,98,Male,6 to 18 years,No
"Schoolcraft County, Michigan",Schoolcraft, Michigan,B27001_010,220,Male,19 to 25 years,Yes
"Schoolcraft County, Michigan",Schoolcraft, Michigan,B27001_011,41,Male,19 to 25 years,No
"Schoolcraft County, Michigan",Schoolcraft, Michigan,B27001_013,217,Male,26 to 34 years,Yes
"Schoolcraft County, Michigan",Schoolcraft, Michigan,B27001_014,18,Male,26 to 34 years,No
"Schoolcraft County, Michigan",Schoolcraft, Michigan,B27001_016,331,Male,35 to 44 years,Yes
"Schoolcraft County, Michigan",Schoolcraft, Michigan,B27001_017,28,Male,35 to 44 years,No
"Schoolcraft County, Michigan",Schoolcraft, Michigan,B27001_019,492,Male,45 to 54 years,Yes
"Schoolcraft County, Michigan",Schoolcraft, Michigan,B27001_020,74,Male,45 to 54 years,No
"Schoolcraft County, Michigan",Schoolcraft, Michigan,B27001_022,696,Male,55 to 64 years,Yes
"Schoolcraft County, Michigan",Schoolcraft, Michigan,B27001_023,31,Male,55 to 64 years,No
"Schoolcraft County, Michigan",Schoolcraft, Michigan,B27001_025,599,Male,65 to 74 years,Yes
"Schoolcraft County, Michigan",Schoolcraft, Michigan,B27001_026,5,Male,65 to 74 years,No
"Schoolcraft County, Michigan",Schoolcraft, Michigan,B27001_028,356,Male,75 years and over,Yes
"Schoolcraft County, Michigan",Schoolcraft, Michigan,B27001_029,0,Male,75 years and over,No
"Schoolcraft County, Michigan",Schoolcraft, Michigan,B27001_032,211,Female,Under 6 years,Yes
"Schoolcraft County, Michigan",Schoolcraft, Michigan,B27001_033,4,Female,Under 6 years,No
"Schoolcraft County, Michigan",Schoolcraft, Michigan,B27001_035,472,Female,6 to 18 years,Yes
"Schoolcraft County, Michigan",Schoolcraft, Michigan,B27001_036,42,Female,6 to 18 years,No
"Schoolcraft County, Michigan",Schoolcraft, Michigan,B27001_038,242,Female,19 to 25 years,Yes
"Schoolcraft County, Michigan",Schoolcraft, Michigan,B27001_039,9,Female,19 to 25 years,No
"Schoolcraft County, Michigan",Schoolcraft, Michigan,B27001_041,270,Female,26 to 34 years,Yes
"Schoolcraft County, Michigan",Schoolcraft, Michigan,B27001_042,4,Female,26 to 34 years,No
"Schoolcraft County, Michigan",Schoolcraft, Michigan,B27001_044,352,Female,35 to 44 years,Yes
"Schoolcraft County, Michigan",Schoolcraft, Michigan,B27001_045,56,Female,35 to 44 years,No
"Schoolcraft County, Michigan",Schoolcraft, Michigan,B27001_047,506,Female,45 to 54 years,Yes
"Schoolcraft County, Michigan",Schoolcraft, Michigan,B27001_048,42,Female,45 to 54 years,No
"Schoolcraft County, Michigan",Schoolcraft, Michigan,B27001_050,748,Female,55 to 64 years,Yes
"Schoolcraft County, Michigan",Schoolcraft, Michigan,B27001_051,52,Female,55 to 64 years,No
"Schoolcraft County, Michigan",Schoolcraft, Michigan,B27001_053,574,Female,65 to 74 years,Yes
"Schoolcraft County, Michigan",Schoolcraft, Michigan,B27001_054,0,Female,65 to 74 years,No
"Schoolcraft County, Michigan",Schoolcraft, Michigan,B27001_056,463,Female,75 years and over,Yes
"Schoolcraft County, Michigan",Schoolcraft, Michigan,B27001_057,0,Female,75 years and over,No
"Shiawassee County, Michigan",Shiawassee, Michigan,B27001_004,2073,Male,Under 6 years,Yes
"Shiawassee County, Michigan",Shiawassee, Michigan,B27001_005,31,Male,Under 6 years,No
"Shiawassee County, Michigan",Shiawassee, Michigan,B27001_007,5641,Male,6 to 18 years,Yes
"Shiawassee County, Michigan",Shiawassee, Michigan,B27001_008,261,Male,6 to 18 years,No
"Shiawassee County, Michigan",Shiawassee, Michigan,B27001_010,2616,Male,19 to 25 years,Yes
"Shiawassee County, Michigan",Shiawassee, Michigan,B27001_011,363,Male,19 to 25 years,No
"Shiawassee County, Michigan",Shiawassee, Michigan,B27001_013,3035,Male,26 to 34 years,Yes
"Shiawassee County, Michigan",Shiawassee, Michigan,B27001_014,382,Male,26 to 34 years,No
"Shiawassee County, Michigan",Shiawassee, Michigan,B27001_016,3556,Male,35 to 44 years,Yes
"Shiawassee County, Michigan",Shiawassee, Michigan,B27001_017,456,Male,35 to 44 years,No
"Shiawassee County, Michigan",Shiawassee, Michigan,B27001_019,4407,Male,45 to 54 years,Yes
"Shiawassee County, Michigan",Shiawassee, Michigan,B27001_020,525,Male,45 to 54 years,No
"Shiawassee County, Michigan",Shiawassee, Michigan,B27001_022,4820,Male,55 to 64 years,Yes
"Shiawassee County, Michigan",Shiawassee, Michigan,B27001_023,203,Male,55 to 64 years,No
"Shiawassee County, Michigan",Shiawassee, Michigan,B27001_025,3234,Male,65 to 74 years,Yes
"Shiawassee County, Michigan",Shiawassee, Michigan,B27001_026,5,Male,65 to 74 years,No
"Shiawassee County, Michigan",Shiawassee, Michigan,B27001_028,1959,Male,75 years and over,Yes
"Shiawassee County, Michigan",Shiawassee, Michigan,B27001_029,0,Male,75 years and over,No
"Shiawassee County, Michigan",Shiawassee, Michigan,B27001_032,1995,Female,Under 6 years,Yes
"Shiawassee County, Michigan",Shiawassee, Michigan,B27001_033,46,Female,Under 6 years,No
"Shiawassee County, Michigan",Shiawassee, Michigan,B27001_035,5544,Female,6 to 18 years,Yes
"Shiawassee County, Michigan",Shiawassee, Michigan,B27001_036,113,Female,6 to 18 years,No
"Shiawassee County, Michigan",Shiawassee, Michigan,B27001_038,2378,Female,19 to 25 years,Yes
"Shiawassee County, Michigan",Shiawassee, Michigan,B27001_039,333,Female,19 to 25 years,No
"Shiawassee County, Michigan",Shiawassee, Michigan,B27001_041,3299,Female,26 to 34 years,Yes
"Shiawassee County, Michigan",Shiawassee, Michigan,B27001_042,197,Female,26 to 34 years,No
"Shiawassee County, Michigan",Shiawassee, Michigan,B27001_044,3622,Female,35 to 44 years,Yes
"Shiawassee County, Michigan",Shiawassee, Michigan,B27001_045,320,Female,35 to 44 years,No
"Shiawassee County, Michigan",Shiawassee, Michigan,B27001_047,4619,Female,45 to 54 years,Yes
"Shiawassee County, Michigan",Shiawassee, Michigan,B27001_048,404,Female,45 to 54 years,No
"Shiawassee County, Michigan",Shiawassee, Michigan,B27001_050,4977,Female,55 to 64 years,Yes
"Shiawassee County, Michigan",Shiawassee, Michigan,B27001_051,217,Female,55 to 64 years,No
"Shiawassee County, Michigan",Shiawassee, Michigan,B27001_053,3646,Female,65 to 74 years,Yes
"Shiawassee County, Michigan",Shiawassee, Michigan,B27001_054,0,Female,65 to 74 years,No
"Shiawassee County, Michigan",Shiawassee, Michigan,B27001_056,2808,Female,75 years and over,Yes
"Shiawassee County, Michigan",Shiawassee, Michigan,B27001_057,0,Female,75 years and over,No
"Tuscola County, Michigan",Tuscola, Michigan,B27001_004,1773,Male,Under 6 years,Yes
"Tuscola County, Michigan",Tuscola, Michigan,B27001_005,26,Male,Under 6 years,No
"Tuscola County, Michigan",Tuscola, Michigan,B27001_007,3992,Male,6 to 18 years,Yes
"Tuscola County, Michigan",Tuscola, Michigan,B27001_008,145,Male,6 to 18 years,No
"Tuscola County, Michigan",Tuscola, Michigan,B27001_010,1750,Male,19 to 25 years,Yes
"Tuscola County, Michigan",Tuscola, Michigan,B27001_011,332,Male,19 to 25 years,No
"Tuscola County, Michigan",Tuscola, Michigan,B27001_013,2304,Male,26 to 34 years,Yes
"Tuscola County, Michigan",Tuscola, Michigan,B27001_014,319,Male,26 to 34 years,No
"Tuscola County, Michigan",Tuscola, Michigan,B27001_016,2664,Male,35 to 44 years,Yes
"Tuscola County, Michigan",Tuscola, Michigan,B27001_017,369,Male,35 to 44 years,No
"Tuscola County, Michigan",Tuscola, Michigan,B27001_019,3397,Male,45 to 54 years,Yes
"Tuscola County, Michigan",Tuscola, Michigan,B27001_020,389,Male,45 to 54 years,No
"Tuscola County, Michigan",Tuscola, Michigan,B27001_022,3972,Male,55 to 64 years,Yes
"Tuscola County, Michigan",Tuscola, Michigan,B27001_023,205,Male,55 to 64 years,No
"Tuscola County, Michigan",Tuscola, Michigan,B27001_025,2871,Male,65 to 74 years,Yes
"Tuscola County, Michigan",Tuscola, Michigan,B27001_026,3,Male,65 to 74 years,No
"Tuscola County, Michigan",Tuscola, Michigan,B27001_028,1713,Male,75 years and over,Yes
"Tuscola County, Michigan",Tuscola, Michigan,B27001_029,14,Male,75 years and over,No
"Tuscola County, Michigan",Tuscola, Michigan,B27001_032,1503,Female,Under 6 years,Yes
"Tuscola County, Michigan",Tuscola, Michigan,B27001_033,38,Female,Under 6 years,No
"Tuscola County, Michigan",Tuscola, Michigan,B27001_035,3924,Female,6 to 18 years,Yes
"Tuscola County, Michigan",Tuscola, Michigan,B27001_036,134,Female,6 to 18 years,No
"Tuscola County, Michigan",Tuscola, Michigan,B27001_038,1733,Female,19 to 25 years,Yes
"Tuscola County, Michigan",Tuscola, Michigan,B27001_039,229,Female,19 to 25 years,No
"Tuscola County, Michigan",Tuscola, Michigan,B27001_041,2297,Female,26 to 34 years,Yes
"Tuscola County, Michigan",Tuscola, Michigan,B27001_042,157,Female,26 to 34 years,No
"Tuscola County, Michigan",Tuscola, Michigan,B27001_044,2734,Female,35 to 44 years,Yes
"Tuscola County, Michigan",Tuscola, Michigan,B27001_045,176,Female,35 to 44 years,No
"Tuscola County, Michigan",Tuscola, Michigan,B27001_047,3424,Female,45 to 54 years,Yes
"Tuscola County, Michigan",Tuscola, Michigan,B27001_048,339,Female,45 to 54 years,No
"Tuscola County, Michigan",Tuscola, Michigan,B27001_050,3976,Female,55 to 64 years,Yes
"Tuscola County, Michigan",Tuscola, Michigan,B27001_051,228,Female,55 to 64 years,No
"Tuscola County, Michigan",Tuscola, Michigan,B27001_053,3002,Female,65 to 74 years,Yes
"Tuscola County, Michigan",Tuscola, Michigan,B27001_054,4,Female,65 to 74 years,No
"Tuscola County, Michigan",Tuscola, Michigan,B27001_056,2316,Female,75 years and over,Yes
"Tuscola County, Michigan",Tuscola, Michigan,B27001_057,0,Female,75 years and over,No
"Van Buren County, Michigan",Van Buren, Michigan,B27001_004,2649,Male,Under 6 years,Yes
"Van Buren County, Michigan",Van Buren, Michigan,B27001_005,112,Male,Under 6 years,No
"Van Buren County, Michigan",Van Buren, Michigan,B27001_007,6594,Male,6 to 18 years,Yes
"Van Buren County, Michigan",Van Buren, Michigan,B27001_008,334,Male,6 to 18 years,No
"Van Buren County, Michigan",Van Buren, Michigan,B27001_010,2341,Male,19 to 25 years,Yes
"Van Buren County, Michigan",Van Buren, Michigan,B27001_011,793,Male,19 to 25 years,No
"Van Buren County, Michigan",Van Buren, Michigan,B27001_013,2953,Male,26 to 34 years,Yes
"Van Buren County, Michigan",Van Buren, Michigan,B27001_014,640,Male,26 to 34 years,No
"Van Buren County, Michigan",Van Buren, Michigan,B27001_016,3491,Male,35 to 44 years,Yes
"Van Buren County, Michigan",Van Buren, Michigan,B27001_017,769,Male,35 to 44 years,No
"Van Buren County, Michigan",Van Buren, Michigan,B27001_019,4318,Male,45 to 54 years,Yes
"Van Buren County, Michigan",Van Buren, Michigan,B27001_020,752,Male,45 to 54 years,No
"Van Buren County, Michigan",Van Buren, Michigan,B27001_022,5264,Male,55 to 64 years,Yes
"Van Buren County, Michigan",Van Buren, Michigan,B27001_023,301,Male,55 to 64 years,No
"Van Buren County, Michigan",Van Buren, Michigan,B27001_025,3742,Male,65 to 74 years,Yes
"Van Buren County, Michigan",Van Buren, Michigan,B27001_026,20,Male,65 to 74 years,No
"Van Buren County, Michigan",Van Buren, Michigan,B27001_028,2157,Male,75 years and over,Yes
"Van Buren County, Michigan",Van Buren, Michigan,B27001_029,0,Male,75 years and over,No
"Van Buren County, Michigan",Van Buren, Michigan,B27001_032,2624,Female,Under 6 years,Yes
"Van Buren County, Michigan",Van Buren, Michigan,B27001_033,69,Female,Under 6 years,No
"Van Buren County, Michigan",Van Buren, Michigan,B27001_035,6157,Female,6 to 18 years,Yes
"Van Buren County, Michigan",Van Buren, Michigan,B27001_036,346,Female,6 to 18 years,No
"Van Buren County, Michigan",Van Buren, Michigan,B27001_038,2427,Female,19 to 25 years,Yes
"Van Buren County, Michigan",Van Buren, Michigan,B27001_039,269,Female,19 to 25 years,No
"Van Buren County, Michigan",Van Buren, Michigan,B27001_041,3298,Female,26 to 34 years,Yes
"Van Buren County, Michigan",Van Buren, Michigan,B27001_042,387,Female,26 to 34 years,No
"Van Buren County, Michigan",Van Buren, Michigan,B27001_044,3851,Female,35 to 44 years,Yes
"Van Buren County, Michigan",Van Buren, Michigan,B27001_045,577,Female,35 to 44 years,No
"Van Buren County, Michigan",Van Buren, Michigan,B27001_047,4631,Female,45 to 54 years,Yes
"Van Buren County, Michigan",Van Buren, Michigan,B27001_048,491,Female,45 to 54 years,No
"Van Buren County, Michigan",Van Buren, Michigan,B27001_050,5393,Female,55 to 64 years,Yes
"Van Buren County, Michigan",Van Buren, Michigan,B27001_051,379,Female,55 to 64 years,No
"Van Buren County, Michigan",Van Buren, Michigan,B27001_053,3946,Female,65 to 74 years,Yes
"Van Buren County, Michigan",Van Buren, Michigan,B27001_054,8,Female,65 to 74 years,No
"Van Buren County, Michigan",Van Buren, Michigan,B27001_056,2664,Female,75 years and over,Yes
"Van Buren County, Michigan",Van Buren, Michigan,B27001_057,0,Female,75 years and over,No
"Washtenaw County, Michigan",Washtenaw, Michigan,B27001_004,10625,Male,Under 6 years,Yes
"Washtenaw County, Michigan",Washtenaw, Michigan,B27001_005,173,Male,Under 6 years,No
"Washtenaw County, Michigan",Washtenaw, Michigan,B27001_007,28998,Male,6 to 18 years,Yes
"Washtenaw County, Michigan",Washtenaw, Michigan,B27001_008,655,Male,6 to 18 years,No
"Washtenaw County, Michigan",Washtenaw, Michigan,B27001_010,31078,Male,19 to 25 years,Yes
"Washtenaw County, Michigan",Washtenaw, Michigan,B27001_011,2218,Male,19 to 25 years,No
"Washtenaw County, Michigan",Washtenaw, Michigan,B27001_013,20938,Male,26 to 34 years,Yes
"Washtenaw County, Michigan",Washtenaw, Michigan,B27001_014,2188,Male,26 to 34 years,No
"Washtenaw County, Michigan",Washtenaw, Michigan,B27001_016,19353,Male,35 to 44 years,Yes
"Washtenaw County, Michigan",Washtenaw, Michigan,B27001_017,1101,Male,35 to 44 years,No
"Washtenaw County, Michigan",Washtenaw, Michigan,B27001_019,20068,Male,45 to 54 years,Yes
"Washtenaw County, Michigan",Washtenaw, Michigan,B27001_020,985,Male,45 to 54 years,No
"Washtenaw County, Michigan",Washtenaw, Michigan,B27001_022,19199,Male,55 to 64 years,Yes
"Washtenaw County, Michigan",Washtenaw, Michigan,B27001_023,682,Male,55 to 64 years,No
"Washtenaw County, Michigan",Washtenaw, Michigan,B27001_025,13367,Male,65 to 74 years,Yes
"Washtenaw County, Michigan",Washtenaw, Michigan,B27001_026,15,Male,65 to 74 years,No
"Washtenaw County, Michigan",Washtenaw, Michigan,B27001_028,7509,Male,75 years and over,Yes
"Washtenaw County, Michigan",Washtenaw, Michigan,B27001_029,8,Male,75 years and over,No
"Washtenaw County, Michigan",Washtenaw, Michigan,B27001_032,10486,Female,Under 6 years,Yes
"Washtenaw County, Michigan",Washtenaw, Michigan,B27001_033,121,Female,Under 6 years,No
"Washtenaw County, Michigan",Washtenaw, Michigan,B27001_035,28139,Female,6 to 18 years,Yes
"Washtenaw County, Michigan",Washtenaw, Michigan,B27001_036,568,Female,6 to 18 years,No
"Washtenaw County, Michigan",Washtenaw, Michigan,B27001_038,29317,Female,19 to 25 years,Yes
"Washtenaw County, Michigan",Washtenaw, Michigan,B27001_039,1738,Female,19 to 25 years,No
"Washtenaw County, Michigan",Washtenaw, Michigan,B27001_041,20752,Female,26 to 34 years,Yes
"Washtenaw County, Michigan",Washtenaw, Michigan,B27001_042,1086,Female,26 to 34 years,No
"Washtenaw County, Michigan",Washtenaw, Michigan,B27001_044,19508,Female,35 to 44 years,Yes
"Washtenaw County, Michigan",Washtenaw, Michigan,B27001_045,809,Female,35 to 44 years,No
"Washtenaw County, Michigan",Washtenaw, Michigan,B27001_047,21263,Female,45 to 54 years,Yes
"Washtenaw County, Michigan",Washtenaw, Michigan,B27001_048,849,Female,45 to 54 years,No
"Washtenaw County, Michigan",Washtenaw, Michigan,B27001_050,21114,Female,55 to 64 years,Yes
"Washtenaw County, Michigan",Washtenaw, Michigan,B27001_051,707,Female,55 to 64 years,No
"Washtenaw County, Michigan",Washtenaw, Michigan,B27001_053,15097,Female,65 to 74 years,Yes
"Washtenaw County, Michigan",Washtenaw, Michigan,B27001_054,29,Female,65 to 74 years,No
"Washtenaw County, Michigan",Washtenaw, Michigan,B27001_056,10381,Female,75 years and over,Yes
"Washtenaw County, Michigan",Washtenaw, Michigan,B27001_057,31,Female,75 years and over,No
"Wayne County, Michigan",Wayne, Michigan,B27001_004,68844,Male,Under 6 years,Yes
"Wayne County, Michigan",Wayne, Michigan,B27001_005,1478,Male,Under 6 years,No
"Wayne County, Michigan",Wayne, Michigan,B27001_007,148703,Male,6 to 18 years,Yes
"Wayne County, Michigan",Wayne, Michigan,B27001_008,5225,Male,6 to 18 years,No
"Wayne County, Michigan",Wayne, Michigan,B27001_010,69808,Male,19 to 25 years,Yes
"Wayne County, Michigan",Wayne, Michigan,B27001_011,14174,Male,19 to 25 years,No
"Wayne County, Michigan",Wayne, Michigan,B27001_013,82843,Male,26 to 34 years,Yes
"Wayne County, Michigan",Wayne, Michigan,B27001_014,17914,Male,26 to 34 years,No
"Wayne County, Michigan",Wayne, Michigan,B27001_016,85930,Male,35 to 44 years,Yes
"Wayne County, Michigan",Wayne, Michigan,B27001_017,14245,Male,35 to 44 years,No
"Wayne County, Michigan",Wayne, Michigan,B27001_019,102325,Male,45 to 54 years,Yes
"Wayne County, Michigan",Wayne, Michigan,B27001_020,11625,Male,45 to 54 years,No
"Wayne County, Michigan",Wayne, Michigan,B27001_022,102940,Male,55 to 64 years,Yes
"Wayne County, Michigan",Wayne, Michigan,B27001_023,7637,Male,55 to 64 years,No
"Wayne County, Michigan",Wayne, Michigan,B27001_025,65826,Male,65 to 74 years,Yes
"Wayne County, Michigan",Wayne, Michigan,B27001_026,597,Male,65 to 74 years,No
"Wayne County, Michigan",Wayne, Michigan,B27001_028,40222,Male,75 years and over,Yes
"Wayne County, Michigan",Wayne, Michigan,B27001_029,151,Male,75 years and over,No
"Wayne County, Michigan",Wayne, Michigan,B27001_032,65966,Female,Under 6 years,Yes
"Wayne County, Michigan",Wayne, Michigan,B27001_033,1398,Female,Under 6 years,No
"Wayne County, Michigan",Wayne, Michigan,B27001_035,144235,Female,6 to 18 years,Yes
"Wayne County, Michigan",Wayne, Michigan,B27001_036,4946,Female,6 to 18 years,No
"Wayne County, Michigan",Wayne, Michigan,B27001_038,76473,Female,19 to 25 years,Yes
"Wayne County, Michigan",Wayne, Michigan,B27001_039,8868,Female,19 to 25 years,No
"Wayne County, Michigan",Wayne, Michigan,B27001_041,95734,Female,26 to 34 years,Yes
"Wayne County, Michigan",Wayne, Michigan,B27001_042,10456,Female,26 to 34 years,No
"Wayne County, Michigan",Wayne, Michigan,B27001_044,101466,Female,35 to 44 years,Yes
"Wayne County, Michigan",Wayne, Michigan,B27001_045,9456,Female,35 to 44 years,No
"Wayne County, Michigan",Wayne, Michigan,B27001_047,112006,Female,45 to 54 years,Yes
"Wayne County, Michigan",Wayne, Michigan,B27001_048,9183,Female,45 to 54 years,No
"Wayne County, Michigan",Wayne, Michigan,B27001_050,115473,Female,55 to 64 years,Yes
"Wayne County, Michigan",Wayne, Michigan,B27001_051,6757,Female,55 to 64 years,No
"Wayne County, Michigan",Wayne, Michigan,B27001_053,80487,Female,65 to 74 years,Yes
"Wayne County, Michigan",Wayne, Michigan,B27001_054,820,Female,65 to 74 years,No
"Wayne County, Michigan",Wayne, Michigan,B27001_056,64640,Female,75 years and over,Yes
"Wayne County, Michigan",Wayne, Michigan,B27001_057,197,Female,75 years and over,No
"Wexford County, Michigan",Wexford, Michigan,B27001_004,1137,Male,Under 6 years,Yes
"Wexford County, Michigan",Wexford, Michigan,B27001_005,42,Male,Under 6 years,No
"Wexford County, Michigan",Wexford, Michigan,B27001_007,2777,Male,6 to 18 years,Yes
"Wexford County, Michigan",Wexford, Michigan,B27001_008,203,Male,6 to 18 years,No
"Wexford County, Michigan",Wexford, Michigan,B27001_010,1181,Male,19 to 25 years,Yes
"Wexford County, Michigan",Wexford, Michigan,B27001_011,157,Male,19 to 25 years,No
"Wexford County, Michigan",Wexford, Michigan,B27001_013,1318,Male,26 to 34 years,Yes
"Wexford County, Michigan",Wexford, Michigan,B27001_014,381,Male,26 to 34 years,No
"Wexford County, Michigan",Wexford, Michigan,B27001_016,1517,Male,35 to 44 years,Yes
"Wexford County, Michigan",Wexford, Michigan,B27001_017,209,Male,35 to 44 years,No
"Wexford County, Michigan",Wexford, Michigan,B27001_019,1934,Male,45 to 54 years,Yes
"Wexford County, Michigan",Wexford, Michigan,B27001_020,339,Male,45 to 54 years,No
"Wexford County, Michigan",Wexford, Michigan,B27001_022,2187,Male,55 to 64 years,Yes
"Wexford County, Michigan",Wexford, Michigan,B27001_023,216,Male,55 to 64 years,No
"Wexford County, Michigan",Wexford, Michigan,B27001_025,1760,Male,65 to 74 years,Yes
"Wexford County, Michigan",Wexford, Michigan,B27001_026,10,Male,65 to 74 years,No
"Wexford County, Michigan",Wexford, Michigan,B27001_028,1051,Male,75 years and over,Yes
"Wexford County, Michigan",Wexford, Michigan,B27001_029,0,Male,75 years and over,No
"Wexford County, Michigan",Wexford, Michigan,B27001_032,1112,Female,Under 6 years,Yes
"Wexford County, Michigan",Wexford, Michigan,B27001_033,55,Female,Under 6 years,No
"Wexford County, Michigan",Wexford, Michigan,B27001_035,2695,Female,6 to 18 years,Yes
"Wexford County, Michigan",Wexford, Michigan,B27001_036,93,Female,6 to 18 years,No
"Wexford County, Michigan",Wexford, Michigan,B27001_038,975,Female,19 to 25 years,Yes
"Wexford County, Michigan",Wexford, Michigan,B27001_039,280,Female,19 to 25 years,No
"Wexford County, Michigan",Wexford, Michigan,B27001_041,1484,Female,26 to 34 years,Yes
"Wexford County, Michigan",Wexford, Michigan,B27001_042,193,Female,26 to 34 years,No
"Wexford County, Michigan",Wexford, Michigan,B27001_044,1620,Female,35 to 44 years,Yes
"Wexford County, Michigan",Wexford, Michigan,B27001_045,183,Female,35 to 44 years,No
"Wexford County, Michigan",Wexford, Michigan,B27001_047,1962,Female,45 to 54 years,Yes
"Wexford County, Michigan",Wexford, Michigan,B27001_048,195,Female,45 to 54 years,No
"Wexford County, Michigan",Wexford, Michigan,B27001_050,2403,Female,55 to 64 years,Yes
"Wexford County, Michigan",Wexford, Michigan,B27001_051,140,Female,55 to 64 years,No
"Wexford County, Michigan",Wexford, Michigan,B27001_053,1722,Female,65 to 74 years,Yes
"Wexford County, Michigan",Wexford, Michigan,B27001_054,3,Female,65 to 74 years,No
"Wexford County, Michigan",Wexford, Michigan,B27001_056,1370,Female,75 years and over,Yes
"Wexford County, Michigan",Wexford, Michigan,B27001_057,0,Female,75 years and over,No
"Aitkin County, Minnesota",Aitkin, Minnesota,B27001_004,413,Male,Under 6 years,Yes
"Aitkin County, Minnesota",Aitkin, Minnesota,B27001_005,3,Male,Under 6 years,No
"Aitkin County, Minnesota",Aitkin, Minnesota,B27001_007,1024,Male,6 to 18 years,Yes
"Aitkin County, Minnesota",Aitkin, Minnesota,B27001_008,35,Male,6 to 18 years,No
"Aitkin County, Minnesota",Aitkin, Minnesota,B27001_010,377,Male,19 to 25 years,Yes
"Aitkin County, Minnesota",Aitkin, Minnesota,B27001_011,36,Male,19 to 25 years,No
"Aitkin County, Minnesota",Aitkin, Minnesota,B27001_013,435,Male,26 to 34 years,Yes
"Aitkin County, Minnesota",Aitkin, Minnesota,B27001_014,75,Male,26 to 34 years,No
"Aitkin County, Minnesota",Aitkin, Minnesota,B27001_016,591,Male,35 to 44 years,Yes
"Aitkin County, Minnesota",Aitkin, Minnesota,B27001_017,57,Male,35 to 44 years,No
"Aitkin County, Minnesota",Aitkin, Minnesota,B27001_019,827,Male,45 to 54 years,Yes
"Aitkin County, Minnesota",Aitkin, Minnesota,B27001_020,108,Male,45 to 54 years,No
"Aitkin County, Minnesota",Aitkin, Minnesota,B27001_022,1388,Male,55 to 64 years,Yes
