GEOID,NAME,variable,estimate,moe,Sex,Age,HI_coverage
60608,ZCTA5 60608,B27001_023,671,198,Male,55 to 64 years,No
60620,ZCTA5 60620,B27001_023,586,185,Male,55 to 64 years,No
60634,ZCTA5 60634,B27001_023,462,134,Male,55 to 64 years,No
60637,ZCTA5 60637,B27001_023,281,102,Male,55 to 64 years,No
60644,ZCTA5 60644,B27001_023,236,141,Male,55 to 64 years,No
60605,ZCTA5 60605,B27001_023,14,21,Male,55 to 64 years,No
60606,ZCTA5 60606,B27001_023,0,11,Male,55 to 64 years,No
60623,ZCTA5 60623,B27001_023,907,227,Male,55 to 64 years,No
60629,ZCTA5 60629,B27001_023,738,196,Male,55 to 64 years,No
60633,ZCTA5 60633,B27001_023,50,43,Male,55 to 64 years,No
60638,ZCTA5 60638,B27001_023,336,132,Male,55 to 64 years,No
60640,ZCTA5 60640,B27001_023,421,133,Male,55 to 64 years,No
60649,ZCTA5 60649,B27001_023,244,123,Male,55 to 64 years,No
60655,ZCTA5 60655,B27001_023,87,49,Male,55 to 64 years,No
60661,ZCTA5 60661,B27001_023,23,37,Male,55 to 64 years,No
60610,ZCTA5 60610,B27001_023,44,42,Male,55 to 64 years,No
60622,ZCTA5 60622,B27001_023,239,110,Male,55 to 64 years,No
60660,ZCTA5 60660,B27001_023,208,92,Male,55 to 64 years,No
60602,ZCTA5 60602,B27001_023,0,11,Male,55 to 64 years,No
60657,ZCTA5 60657,B27001_023,224,138,Male,55 to 64 years,No
60654,ZCTA5 60654,B27001_023,22,35,Male,55 to 64 years,No
60659,ZCTA5 60659,B27001_023,435,171,Male,55 to 64 years,No
60603,ZCTA5 60603,B27001_023,0,11,Male,55 to 64 years,No
60642,ZCTA5 60642,B27001_023,50,39,Male,55 to 64 years,No
60656,ZCTA5 60656,B27001_023,112,87,Male,55 to 64 years,No
60611,ZCTA5 60611,B27001_023,72,55,Male,55 to 64 years,No
60616,ZCTA5 60616,B27001_023,286,98,Male,55 to 64 years,No
60651,ZCTA5 60651,B27001_023,480,154,Male,55 to 64 years,No
60604,ZCTA5 60604,B27001_023,0,11,Male,55 to 64 years,No
60612,ZCTA5 60612,B27001_023,89,44,Male,55 to 64 years,No
60613,ZCTA5 60613,B27001_023,162,96,Male,55 to 64 years,No
60617,ZCTA5 60617,B27001_023,421,149,Male,55 to 64 years,No
60618,ZCTA5 60618,B27001_023,759,238,Male,55 to 64 years,No
60624,ZCTA5 60624,B27001_023,138,62,Male,55 to 64 years,No
60626,ZCTA5 60626,B27001_023,458,162,Male,55 to 64 years,No
60630,ZCTA5 60630,B27001_023,442,165,Male,55 to 64 years,No
60632,ZCTA5 60632,B27001_023,718,163,Male,55 to 64 years,No
60645,ZCTA5 60645,B27001_023,280,132,Male,55 to 64 years,No
60653,ZCTA5 60653,B27001_023,107,75,Male,55 to 64 years,No
60628,ZCTA5 60628,B27001_025,2413,248,Male,65 to 74 years,Yes
60641,ZCTA5 60641,B27001_025,1916,238,Male,65 to 74 years,Yes
60607,ZCTA5 60607,B27001_025,489,125,Male,65 to 74 years,Yes
60609,ZCTA5 60609,B27001_025,1976,224,Male,65 to 74 years,Yes
60625,ZCTA5 60625,B27001_025,1836,233,Male,65 to 74 years,Yes
60646,ZCTA5 60646,B27001_025,1178,224,Male,65 to 74 years,Yes
60652,ZCTA5 60652,B27001_025,1533,244,Male,65 to 74 years,Yes
60614,ZCTA5 60614,B27001_025,1843,204,Male,65 to 74 years,Yes
60615,ZCTA5 60615,B27001_025,1452,200,Male,65 to 74 years,Yes
60619,ZCTA5 60619,B27001_025,2225,306,Male,65 to 74 years,Yes
60621,ZCTA5 60621,B27001_025,866,178,Male,65 to 74 years,Yes
60636,ZCTA5 60636,B27001_025,1511,202,Male,65 to 74 years,Yes
60639,ZCTA5 60639,B27001_025,2180,276,Male,65 to 74 years,Yes
60643,ZCTA5 60643,B27001_025,1791,230,Male,65 to 74 years,Yes
60647,ZCTA5 60647,B27001_025,1720,224,Male,65 to 74 years,Yes
60631,ZCTA5 60631,B27001_025,1272,230,Male,65 to 74 years,Yes
60601,ZCTA5 60601,B27001_025,414,228,Male,65 to 74 years,Yes
60608,ZCTA5 60608,B27001_025,2212,309,Male,65 to 74 years,Yes
60620,ZCTA5 60620,B27001_025,2183,281,Male,65 to 74 years,Yes
60634,ZCTA5 60634,B27001_025,3191,352,Male,65 to 74 years,Yes
60637,ZCTA5 60637,B27001_025,1293,173,Male,65 to 74 years,Yes
60644,ZCTA5 60644,B27001_025,1161,225,Male,65 to 74 years,Yes
60605,ZCTA5 60605,B27001_025,850,291,Male,65 to 74 years,Yes
60606,ZCTA5 60606,B27001_025,241,123,Male,65 to 74 years,Yes
60623,ZCTA5 60623,B27001_025,1961,264,Male,65 to 74 years,Yes
60629,ZCTA5 60629,B27001_025,3311,308,Male,65 to 74 years,Yes
60633,ZCTA5 60633,B27001_025,363,125,Male,65 to 74 years,Yes
60638,ZCTA5 60638,B27001_025,1855,254,Male,65 to 74 years,Yes
60640,ZCTA5 60640,B27001_025,1899,307,Male,65 to 74 years,Yes
60649,ZCTA5 60649,B27001_025,1460,293,Male,65 to 74 years,Yes
60655,ZCTA5 60655,B27001_025,1163,150,Male,65 to 74 years,Yes
60661,ZCTA5 60661,B27001_025,95,78,Male,65 to 74 years,Yes
60610,ZCTA5 60610,B27001_025,1480,313,Male,65 to 74 years,Yes
60622,ZCTA5 60622,B27001_025,952,187,Male,65 to 74 years,Yes
60660,ZCTA5 60660,B27001_025,1625,231,Male,65 to 74 years,Yes
60602,ZCTA5 60602,B27001_025,5,11,Male,65 to 74 years,Yes
60657,ZCTA5 60657,B27001_025,1660,233,Male,65 to 74 years,Yes
60654,ZCTA5 60654,B27001_025,431,152,Male,65 to 74 years,Yes
60659,ZCTA5 60659,B27001_025,1366,234,Male,65 to 74 years,Yes
60603,ZCTA5 60603,B27001_025,58,24,Male,65 to 74 years,Yes
60642,ZCTA5 60642,B27001_025,395,127,Male,65 to 74 years,Yes
60656,ZCTA5 60656,B27001_025,1128,204,Male,65 to 74 years,Yes
60611,ZCTA5 60611,B27001_025,1975,272,Male,65 to 74 years,Yes
60616,ZCTA5 60616,B27001_025,2061,341,Male,65 to 74 years,Yes
60651,ZCTA5 60651,B27001_025,1657,237,Male,65 to 74 years,Yes
60604,ZCTA5 60604,B27001_025,42,22,Male,65 to 74 years,Yes
60612,ZCTA5 60612,B27001_025,858,127,Male,65 to 74 years,Yes
60613,ZCTA5 60613,B27001_025,1159,247,Male,65 to 74 years,Yes
60617,ZCTA5 60617,B27001_025,2775,290,Male,65 to 74 years,Yes
60618,ZCTA5 60618,B27001_025,2153,254,Male,65 to 74 years,Yes
60624,ZCTA5 60624,B27001_025,862,167,Male,65 to 74 years,Yes
60626,ZCTA5 60626,B27001_025,1211,201,Male,65 to 74 years,Yes
60630,ZCTA5 60630,B27001_025,1991,226,Male,65 to 74 years,Yes
60632,ZCTA5 60632,B27001_025,2465,258,Male,65 to 74 years,Yes
60645,ZCTA5 60645,B27001_025,1747,300,Male,65 to 74 years,Yes
60653,ZCTA5 60653,B27001_025,893,161,Male,65 to 74 years,Yes
60628,ZCTA5 60628,B27001_026,40,43,Male,65 to 74 years,No
60641,ZCTA5 60641,B27001_026,71,86,Male,65 to 74 years,No
60607,ZCTA5 60607,B27001_026,26,23,Male,65 to 74 years,No
60609,ZCTA5 60609,B27001_026,25,25,Male,65 to 74 years,No
60625,ZCTA5 60625,B27001_026,67,56,Male,65 to 74 years,No
60646,ZCTA5 60646,B27001_026,0,20,Male,65 to 74 years,No
60652,ZCTA5 60652,B27001_026,46,53,Male,65 to 74 years,No
60614,ZCTA5 60614,B27001_026,0,26,Male,65 to 74 years,No
60615,ZCTA5 60615,B27001_026,23,38,Male,65 to 74 years,No
60619,ZCTA5 60619,B27001_026,0,26,Male,65 to 74 years,No
60621,ZCTA5 60621,B27001_026,0,20,Male,65 to 74 years,No
60636,ZCTA5 60636,B27001_026,34,33,Male,65 to 74 years,No
60639,ZCTA5 60639,B27001_026,181,95,Male,65 to 74 years,No
60643,ZCTA5 60643,B27001_026,27,30,Male,65 to 74 years,No
60647,ZCTA5 60647,B27001_026,68,44,Male,65 to 74 years,No
60631,ZCTA5 60631,B27001_026,0,20,Male,65 to 74 years,No
60601,ZCTA5 60601,B27001_026,0,17,Male,65 to 74 years,No
60608,ZCTA5 60608,B27001_026,221,120,Male,65 to 74 years,No
60620,ZCTA5 60620,B27001_026,8,11,Male,65 to 74 years,No
60634,ZCTA5 60634,B27001_026,84,102,Male,65 to 74 years,No
60637,ZCTA5 60637,B27001_026,11,11,Male,65 to 74 years,No
60644,ZCTA5 60644,B27001_026,0,23,Male,65 to 74 years,No
60605,ZCTA5 60605,B27001_026,0,20,Male,65 to 74 years,No
60606,ZCTA5 60606,B27001_026,0,11,Male,65 to 74 years,No
60623,ZCTA5 60623,B27001_026,32,38,Male,65 to 74 years,No
60629,ZCTA5 60629,B27001_026,87,60,Male,65 to 74 years,No
60633,ZCTA5 60633,B27001_026,0,17,Male,65 to 74 years,No
60638,ZCTA5 60638,B27001_026,75,79,Male,65 to 74 years,No
60640,ZCTA5 60640,B27001_026,74,74,Male,65 to 74 years,No
60649,ZCTA5 60649,B27001_026,54,53,Male,65 to 74 years,No
60655,ZCTA5 60655,B27001_026,0,20,Male,65 to 74 years,No
60661,ZCTA5 60661,B27001_026,0,15,Male,65 to 74 years,No
60610,ZCTA5 60610,B27001_026,11,13,Male,65 to 74 years,No
60622,ZCTA5 60622,B27001_026,0,26,Male,65 to 74 years,No
60660,ZCTA5 60660,B27001_026,0,23,Male,65 to 74 years,No
60602,ZCTA5 60602,B27001_026,0,11,Male,65 to 74 years,No
60657,ZCTA5 60657,B27001_026,21,35,Male,65 to 74 years,No
60654,ZCTA5 60654,B27001_026,0,17,Male,65 to 74 years,No
60659,ZCTA5 60659,B27001_026,27,36,Male,65 to 74 years,No
60603,ZCTA5 60603,B27001_026,0,11,Male,65 to 74 years,No
60642,ZCTA5 60642,B27001_026,11,20,Male,65 to 74 years,No
60656,ZCTA5 60656,B27001_026,0,20,Male,65 to 74 years,No
60611,ZCTA5 60611,B27001_026,47,61,Male,65 to 74 years,No
60616,ZCTA5 60616,B27001_026,57,42,Male,65 to 74 years,No
60651,ZCTA5 60651,B27001_026,37,42,Male,65 to 74 years,No
60604,ZCTA5 60604,B27001_026,0,11,Male,65 to 74 years,No
60612,ZCTA5 60612,B27001_026,55,42,Male,65 to 74 years,No
60613,ZCTA5 60613,B27001_026,0,26,Male,65 to 74 years,No
60617,ZCTA5 60617,B27001_026,44,39,Male,65 to 74 years,No
60618,ZCTA5 60618,B27001_026,38,38,Male,65 to 74 years,No
60624,ZCTA5 60624,B27001_026,7,12,Male,65 to 74 years,No
60626,ZCTA5 60626,B27001_026,40,47,Male,65 to 74 years,No
60630,ZCTA5 60630,B27001_026,41,49,Male,65 to 74 years,No
60632,ZCTA5 60632,B27001_026,80,57,Male,65 to 74 years,No
60645,ZCTA5 60645,B27001_026,32,52,Male,65 to 74 years,No
60653,ZCTA5 60653,B27001_026,18,28,Male,65 to 74 years,No
60628,ZCTA5 60628,B27001_028,1892,231,Male,75 years and over,Yes
60641,ZCTA5 60641,B27001_028,1182,239,Male,75 years and over,Yes
60607,ZCTA5 60607,B27001_028,266,129,Male,75 years and over,Yes
60609,ZCTA5 60609,B27001_028,1107,192,Male,75 years and over,Yes
60625,ZCTA5 60625,B27001_028,1218,216,Male,75 years and over,Yes
60646,ZCTA5 60646,B27001_028,973,213,Male,75 years and over,Yes
60652,ZCTA5 60652,B27001_028,571,151,Male,75 years and over,Yes
60614,ZCTA5 60614,B27001_028,893,179,Male,75 years and over,Yes
60615,ZCTA5 60615,B27001_028,855,136,Male,75 years and over,Yes
60619,ZCTA5 60619,B27001_028,1428,202,Male,75 years and over,Yes
60621,ZCTA5 60621,B27001_028,573,144,Male,75 years and over,Yes
60636,ZCTA5 60636,B27001_028,1000,194,Male,75 years and over,Yes
60639,ZCTA5 60639,B27001_028,1129,223,Male,75 years and over,Yes
60643,ZCTA5 60643,B27001_028,1397,196,Male,75 years and over,Yes
60647,ZCTA5 60647,B27001_028,920,182,Male,75 years and over,Yes
60631,ZCTA5 60631,B27001_028,903,209,Male,75 years and over,Yes
60601,ZCTA5 60601,B27001_028,310,169,Male,75 years and over,Yes
60608,ZCTA5 60608,B27001_028,1260,210,Male,75 years and over,Yes
60620,ZCTA5 60620,B27001_028,1740,236,Male,75 years and over,Yes
60634,ZCTA5 60634,B27001_028,1591,219,Male,75 years and over,Yes
60637,ZCTA5 60637,B27001_028,824,179,Male,75 years and over,Yes
60644,ZCTA5 60644,B27001_028,925,192,Male,75 years and over,Yes
60605,ZCTA5 60605,B27001_028,276,173,Male,75 years and over,Yes
60606,ZCTA5 60606,B27001_028,6,13,Male,75 years and over,Yes
60623,ZCTA5 60623,B27001_028,1232,172,Male,75 years and over,Yes
60629,ZCTA5 60629,B27001_028,1557,237,Male,75 years and over,Yes
60633,ZCTA5 60633,B27001_028,308,105,Male,75 years and over,Yes
60638,ZCTA5 60638,B27001_028,1416,193,Male,75 years and over,Yes
60640,ZCTA5 60640,B27001_028,1376,274,Male,75 years and over,Yes
60649,ZCTA5 60649,B27001_028,706,171,Male,75 years and over,Yes
60655,ZCTA5 60655,B27001_028,622,108,Male,75 years and over,Yes
60661,ZCTA5 60661,B27001_028,0,15,Male,75 years and over,Yes
60610,ZCTA5 60610,B27001_028,960,270,Male,75 years and over,Yes
60622,ZCTA5 60622,B27001_028,503,119,Male,75 years and over,Yes
60660,ZCTA5 60660,B27001_028,592,151,Male,75 years and over,Yes
60602,ZCTA5 60602,B27001_028,0,11,Male,75 years and over,Yes
60657,ZCTA5 60657,B27001_028,1005,222,Male,75 years and over,Yes
60654,ZCTA5 60654,B27001_028,165,79,Male,75 years and over,Yes
60659,ZCTA5 60659,B27001_028,691,192,Male,75 years and over,Yes
60603,ZCTA5 60603,B27001_028,5,8,Male,75 years and over,Yes
60642,ZCTA5 60642,B27001_028,214,115,Male,75 years and over,Yes
60656,ZCTA5 60656,B27001_028,737,136,Male,75 years and over,Yes
60611,ZCTA5 60611,B27001_028,1254,240,Male,75 years and over,Yes
60616,ZCTA5 60616,B27001_028,1231,202,Male,75 years and over,Yes
60651,ZCTA5 60651,B27001_028,1130,211,Male,75 years and over,Yes
60604,ZCTA5 60604,B27001_028,14,12,Male,75 years and over,Yes
60612,ZCTA5 60612,B27001_028,392,115,Male,75 years and over,Yes
60613,ZCTA5 60613,B27001_028,670,159,Male,75 years and over,Yes
60617,ZCTA5 60617,B27001_028,2197,279,Male,75 years and over,Yes
60618,ZCTA5 60618,B27001_028,1313,263,Male,75 years and over,Yes
60624,ZCTA5 60624,B27001_028,472,118,Male,75 years and over,Yes
60626,ZCTA5 60626,B27001_028,431,132,Male,75 years and over,Yes
60630,ZCTA5 60630,B27001_028,1412,214,Male,75 years and over,Yes
60632,ZCTA5 60632,B27001_028,1539,225,Male,75 years and over,Yes
60645,ZCTA5 60645,B27001_028,904,189,Male,75 years and over,Yes
60653,ZCTA5 60653,B27001_028,590,130,Male,75 years and over,Yes
60628,ZCTA5 60628,B27001_029,0,26,Male,75 years and over,No
60641,ZCTA5 60641,B27001_029,38,39,Male,75 years and over,No
60607,ZCTA5 60607,B27001_029,6,11,Male,75 years and over,No
60609,ZCTA5 60609,B27001_029,0,26,Male,75 years and over,No
60625,ZCTA5 60625,B27001_029,17,27,Male,75 years and over,No
60646,ZCTA5 60646,B27001_029,0,20,Male,75 years and over,No
60652,ZCTA5 60652,B27001_029,8,13,Male,75 years and over,No
60614,ZCTA5 60614,B27001_029,24,39,Male,75 years and over,No
60615,ZCTA5 60615,B27001_029,0,23,Male,75 years and over,No
60619,ZCTA5 60619,B27001_029,40,63,Male,75 years and over,No
60621,ZCTA5 60621,B27001_029,0,20,Male,75 years and over,No
60636,ZCTA5 60636,B27001_029,0,23,Male,75 years and over,No
60639,ZCTA5 60639,B27001_029,25,27,Male,75 years and over,No
60643,ZCTA5 60643,B27001_029,0,23,Male,75 years and over,No
60647,ZCTA5 60647,B27001_029,0,26,Male,75 years and over,No
60631,ZCTA5 60631,B27001_029,0,20,Male,75 years and over,No
60601,ZCTA5 60601,B27001_029,0,17,Male,75 years and over,No
60608,ZCTA5 60608,B27001_029,18,30,Male,75 years and over,No
60620,ZCTA5 60620,B27001_029,0,26,Male,75 years and over,No
60634,ZCTA5 60634,B27001_029,111,97,Male,75 years and over,No
60637,ZCTA5 60637,B27001_029,28,37,Male,75 years and over,No
60644,ZCTA5 60644,B27001_029,0,23,Male,75 years and over,No
60605,ZCTA5 60605,B27001_029,0,20,Male,75 years and over,No
60606,ZCTA5 60606,B27001_029,0,11,Male,75 years and over,No
60623,ZCTA5 60623,B27001_029,12,18,Male,75 years and over,No
60629,ZCTA5 60629,B27001_029,13,21,Male,75 years and over,No
60633,ZCTA5 60633,B27001_029,0,17,Male,75 years and over,No
60638,ZCTA5 60638,B27001_029,11,16,Male,75 years and over,No
60640,ZCTA5 60640,B27001_029,0,26,Male,75 years and over,No
60649,ZCTA5 60649,B27001_029,0,23,Male,75 years and over,No
60655,ZCTA5 60655,B27001_029,0,20,Male,75 years and over,No
60661,ZCTA5 60661,B27001_029,0,15,Male,75 years and over,No
60610,ZCTA5 60610,B27001_029,0,23,Male,75 years and over,No
60622,ZCTA5 60622,B27001_029,0,26,Male,75 years and over,No
60660,ZCTA5 60660,B27001_029,11,18,Male,75 years and over,No
60602,ZCTA5 60602,B27001_029,0,11,Male,75 years and over,No
60657,ZCTA5 60657,B27001_029,18,20,Male,75 years and over,No
60654,ZCTA5 60654,B27001_029,0,17,Male,75 years and over,No
60659,ZCTA5 60659,B27001_029,0,23,Male,75 years and over,No
60603,ZCTA5 60603,B27001_029,0,11,Male,75 years and over,No
60642,ZCTA5 60642,B27001_029,0,20,Male,75 years and over,No
60656,ZCTA5 60656,B27001_029,0,20,Male,75 years and over,No
60611,ZCTA5 60611,B27001_029,0,23,Male,75 years and over,No
60616,ZCTA5 60616,B27001_029,16,24,Male,75 years and over,No
60651,ZCTA5 60651,B27001_029,23,34,Male,75 years and over,No
60604,ZCTA5 60604,B27001_029,0,11,Male,75 years and over,No
60612,ZCTA5 60612,B27001_029,7,11,Male,75 years and over,No
60613,ZCTA5 60613,B27001_029,12,17,Male,75 years and over,No
60617,ZCTA5 60617,B27001_029,32,36,Male,75 years and over,No
60618,ZCTA5 60618,B27001_029,22,33,Male,75 years and over,No
60624,ZCTA5 60624,B27001_029,9,16,Male,75 years and over,No
60626,ZCTA5 60626,B27001_029,0,23,Male,75 years and over,No
60630,ZCTA5 60630,B27001_029,0,26,Male,75 years and over,No
60632,ZCTA5 60632,B27001_029,26,29,Male,75 years and over,No
60645,ZCTA5 60645,B27001_029,57,50,Male,75 years and over,No
60653,ZCTA5 60653,B27001_029,0,23,Male,75 years and over,No
60628,ZCTA5 60628,B27001_032,2233,420,Female,Under 6 years,Yes
60641,ZCTA5 60641,B27001_032,2573,276,Female,Under 6 years,Yes
60607,ZCTA5 60607,B27001_032,1005,253,Female,Under 6 years,Yes
60609,ZCTA5 60609,B27001_032,3142,378,Female,Under 6 years,Yes
60625,ZCTA5 60625,B27001_032,3061,476,Female,Under 6 years,Yes
60646,ZCTA5 60646,B27001_032,1121,206,Female,Under 6 years,Yes
60652,ZCTA5 60652,B27001_032,1601,271,Female,Under 6 years,Yes
60614,ZCTA5 60614,B27001_032,2002,253,Female,Under 6 years,Yes
60615,ZCTA5 60615,B27001_032,1152,264,Female,Under 6 years,Yes
60619,ZCTA5 60619,B27001_032,1969,393,Female,Under 6 years,Yes
60621,ZCTA5 60621,B27001_032,1493,332,Female,Under 6 years,Yes
60636,ZCTA5 60636,B27001_032,1165,227,Female,Under 6 years,Yes
60639,ZCTA5 60639,B27001_032,4087,575,Female,Under 6 years,Yes
60643,ZCTA5 60643,B27001_032,1771,344,Female,Under 6 years,Yes
60647,ZCTA5 60647,B27001_032,3015,312,Female,Under 6 years,Yes
60631,ZCTA5 60631,B27001_032,1089,223,Female,Under 6 years,Yes
60601,ZCTA5 60601,B27001_032,382,171,Female,Under 6 years,Yes
60608,ZCTA5 60608,B27001_032,2168,332,Female,Under 6 years,Yes
60620,ZCTA5 60620,B27001_032,2013,393,Female,Under 6 years,Yes
60634,ZCTA5 60634,B27001_032,3065,360,Female,Under 6 years,Yes
60637,ZCTA5 60637,B27001_032,1891,370,Female,Under 6 years,Yes
60644,ZCTA5 60644,B27001_032,1728,386,Female,Under 6 years,Yes
60605,ZCTA5 60605,B27001_032,375,156,Female,Under 6 years,Yes
60606,ZCTA5 60606,B27001_032,21,33,Female,Under 6 years,Yes
60623,ZCTA5 60623,B27001_032,3973,465,Female,Under 6 years,Yes
60629,ZCTA5 60629,B27001_032,5501,613,Female,Under 6 years,Yes
60633,ZCTA5 60633,B27001_032,553,222,Female,Under 6 years,Yes
60638,ZCTA5 60638,B27001_032,2306,348,Female,Under 6 years,Yes
60640,ZCTA5 60640,B27001_032,1670,278,Female,Under 6 years,Yes
60649,ZCTA5 60649,B27001_032,2057,501,Female,Under 6 years,Yes
60655,ZCTA5 60655,B27001_032,1261,261,Female,Under 6 years,Yes
60661,ZCTA5 60661,B27001_032,149,78,Female,Under 6 years,Yes
60610,ZCTA5 60610,B27001_032,983,309,Female,Under 6 years,Yes
60622,ZCTA5 60622,B27001_032,1976,279,Female,Under 6 years,Yes
60660,ZCTA5 60660,B27001_032,967,244,Female,Under 6 years,Yes
60602,ZCTA5 60602,B27001_032,56,82,Female,Under 6 years,Yes
60657,ZCTA5 60657,B27001_032,1998,261,Female,Under 6 years,Yes
60654,ZCTA5 60654,B27001_032,561,220,Female,Under 6 years,Yes
60659,ZCTA5 60659,B27001_032,1661,339,Female,Under 6 years,Yes
60603,ZCTA5 60603,B27001_032,0,11,Female,Under 6 years,Yes
60642,ZCTA5 60642,B27001_032,415,98,Female,Under 6 years,Yes
60656,ZCTA5 60656,B27001_032,1005,242,Female,Under 6 years,Yes
60611,ZCTA5 60611,B27001_032,329,186,Female,Under 6 years,Yes
60616,ZCTA5 60616,B27001_032,1337,290,Female,Under 6 years,Yes
60651,ZCTA5 60651,B27001_032,2858,465,Female,Under 6 years,Yes
60604,ZCTA5 60604,B27001_032,6,9,Female,Under 6 years,Yes
60612,ZCTA5 60612,B27001_032,1430,302,Female,Under 6 years,Yes
60613,ZCTA5 60613,B27001_032,1552,277,Female,Under 6 years,Yes
60617,ZCTA5 60617,B27001_032,2948,432,Female,Under 6 years,Yes
60618,ZCTA5 60618,B27001_032,3474,381,Female,Under 6 years,Yes
60624,ZCTA5 60624,B27001_032,1775,369,Female,Under 6 years,Yes
60626,ZCTA5 60626,B27001_032,1809,375,Female,Under 6 years,Yes
60630,ZCTA5 60630,B27001_032,1914,313,Female,Under 6 years,Yes
60632,ZCTA5 60632,B27001_032,4004,475,Female,Under 6 years,Yes
60645,ZCTA5 60645,B27001_032,2536,410,Female,Under 6 years,Yes
60653,ZCTA5 60653,B27001_032,1700,295,Female,Under 6 years,Yes
60628,ZCTA5 60628,B27001_033,67,50,Female,Under 6 years,No
60641,ZCTA5 60641,B27001_033,146,84,Female,Under 6 years,No
60607,ZCTA5 60607,B27001_033,11,20,Female,Under 6 years,No
60609,ZCTA5 60609,B27001_033,48,43,Female,Under 6 years,No
60625,ZCTA5 60625,B27001_033,115,62,Female,Under 6 years,No
60646,ZCTA5 60646,B27001_033,18,31,Female,Under 6 years,No
60652,ZCTA5 60652,B27001_033,0,23,Female,Under 6 years,No
60614,ZCTA5 60614,B27001_033,8,12,Female,Under 6 years,No
60615,ZCTA5 60615,B27001_033,5,8,Female,Under 6 years,No
60619,ZCTA5 60619,B27001_033,59,52,Female,Under 6 years,No
60621,ZCTA5 60621,B27001_033,0,20,Female,Under 6 years,No
60636,ZCTA5 60636,B27001_033,48,66,Female,Under 6 years,No
60639,ZCTA5 60639,B27001_033,64,55,Female,Under 6 years,No
60643,ZCTA5 60643,B27001_033,77,71,Female,Under 6 years,No
60647,ZCTA5 60647,B27001_033,95,97,Female,Under 6 years,No
60631,ZCTA5 60631,B27001_033,0,20,Female,Under 6 years,No
60601,ZCTA5 60601,B27001_033,0,17,Female,Under 6 years,No
60608,ZCTA5 60608,B27001_033,17,22,Female,Under 6 years,No
60620,ZCTA5 60620,B27001_033,84,54,Female,Under 6 years,No
60634,ZCTA5 60634,B27001_033,20,22,Female,Under 6 years,No
60637,ZCTA5 60637,B27001_033,48,63,Female,Under 6 years,No
60644,ZCTA5 60644,B27001_033,57,50,Female,Under 6 years,No
60605,ZCTA5 60605,B27001_033,0,20,Female,Under 6 years,No
60606,ZCTA5 60606,B27001_033,0,11,Female,Under 6 years,No
60623,ZCTA5 60623,B27001_033,116,84,Female,Under 6 years,No
60629,ZCTA5 60629,B27001_033,125,80,Female,Under 6 years,No
60633,ZCTA5 60633,B27001_033,0,17,Female,Under 6 years,No
60638,ZCTA5 60638,B27001_033,32,32,Female,Under 6 years,No
60640,ZCTA5 60640,B27001_033,0,26,Female,Under 6 years,No
60649,ZCTA5 60649,B27001_033,27,43,Female,Under 6 years,No
60655,ZCTA5 60655,B27001_033,42,37,Female,Under 6 years,No
60661,ZCTA5 60661,B27001_033,0,15,Female,Under 6 years,No
60610,ZCTA5 60610,B27001_033,8,10,Female,Under 6 years,No
60622,ZCTA5 60622,B27001_033,4,7,Female,Under 6 years,No
60660,ZCTA5 60660,B27001_033,16,19,Female,Under 6 years,No
60602,ZCTA5 60602,B27001_033,0,11,Female,Under 6 years,No
60657,ZCTA5 60657,B27001_033,6,8,Female,Under 6 years,No
60654,ZCTA5 60654,B27001_033,0,17,Female,Under 6 years,No
60659,ZCTA5 60659,B27001_033,32,37,Female,Under 6 years,No
60603,ZCTA5 60603,B27001_033,0,11,Female,Under 6 years,No
60642,ZCTA5 60642,B27001_033,0,20,Female,Under 6 years,No
60656,ZCTA5 60656,B27001_033,16,26,Female,Under 6 years,No
60611,ZCTA5 60611,B27001_033,0,23,Female,Under 6 years,No
60616,ZCTA5 60616,B27001_033,43,51,Female,Under 6 years,No
60651,ZCTA5 60651,B27001_033,117,79,Female,Under 6 years,No
60604,ZCTA5 60604,B27001_033,0,11,Female,Under 6 years,No
60612,ZCTA5 60612,B27001_033,8,13,Female,Under 6 years,No
60613,ZCTA5 60613,B27001_033,13,21,Female,Under 6 years,No
60617,ZCTA5 60617,B27001_033,12,19,Female,Under 6 years,No
60618,ZCTA5 60618,B27001_033,121,85,Female,Under 6 years,No
60624,ZCTA5 60624,B27001_033,65,63,Female,Under 6 years,No
60626,ZCTA5 60626,B27001_033,0,23,Female,Under 6 years,No
60630,ZCTA5 60630,B27001_033,68,81,Female,Under 6 years,No
60632,ZCTA5 60632,B27001_033,32,33,Female,Under 6 years,No
60645,ZCTA5 60645,B27001_033,9,14,Female,Under 6 years,No
60653,ZCTA5 60653,B27001_033,10,18,Female,Under 6 years,No
60628,ZCTA5 60628,B27001_035,5677,498,Female,6 to 18 years,Yes
60641,ZCTA5 60641,B27001_035,4936,482,Female,6 to 18 years,Yes
60607,ZCTA5 60607,B27001_035,1409,306,Female,6 to 18 years,Yes
60609,ZCTA5 60609,B27001_035,5512,522,Female,6 to 18 years,Yes
60625,ZCTA5 60625,B27001_035,4664,579,Female,6 to 18 years,Yes
60646,ZCTA5 60646,B27001_035,2150,262,Female,6 to 18 years,Yes
60652,ZCTA5 60652,B27001_035,4741,441,Female,6 to 18 years,Yes
60614,ZCTA5 60614,B27001_035,3296,334,Female,6 to 18 years,Yes
60615,ZCTA5 60615,B27001_035,2314,292,Female,6 to 18 years,Yes
