County,State,variable,estimate,Sex,Age,Employment
Jefferson, Indiana,B23001_115,41,Female,25 to 29 years,Unemployed Civilian
Jefferson, Indiana,B23001_116,346,Female,25 to 29 years,Not in labor force
Jefferson, Indiana,B23001_119,0,Female,30 to 34 years,In Armed Forces
Jefferson, Indiana,B23001_121,445,Female,30 to 34 years,Employed Civilian
Jefferson, Indiana,B23001_122,58,Female,30 to 34 years,Unemployed Civilian
Jefferson, Indiana,B23001_123,497,Female,30 to 34 years,Not in labor force
Jefferson, Indiana,B23001_126,0,Female,35 to 44 years,In Armed Forces
Jefferson, Indiana,B23001_128,1347,Female,35 to 44 years,Employed Civilian
Jefferson, Indiana,B23001_129,10,Female,35 to 44 years,Unemployed Civilian
Jefferson, Indiana,B23001_130,642,Female,35 to 44 years,Not in labor force
Jefferson, Indiana,B23001_133,0,Female,45 to 54 years,In Armed Forces
Jefferson, Indiana,B23001_135,1516,Female,45 to 54 years,Employed Civilian
Jefferson, Indiana,B23001_136,35,Female,45 to 54 years,Unemployed Civilian
Jefferson, Indiana,B23001_137,732,Female,45 to 54 years,Not in labor force
Jefferson, Indiana,B23001_140,0,Female,55 to 59 years,In Armed Forces
Jefferson, Indiana,B23001_142,857,Female,55 to 59 years,Employed Civilian
Jefferson, Indiana,B23001_143,18,Female,55 to 59 years,Unemployed Civilian
Jefferson, Indiana,B23001_144,503,Female,55 to 59 years,Not in labor force
Jefferson, Indiana,B23001_147,0,Female,60 and 61 years,In Armed Forces
Jefferson, Indiana,B23001_149,161,Female,60 and 61 years,Employed Civilian
Jefferson, Indiana,B23001_150,16,Female,60 and 61 years,Unemployed Civilian
Jefferson, Indiana,B23001_151,299,Female,60 and 61 years,Not in labor force
Jefferson, Indiana,B23001_154,0,Female,62 to 64 years,In Armed Forces
Jefferson, Indiana,B23001_156,227,Female,62 to 64 years,Employed Civilian
Jefferson, Indiana,B23001_157,7,Female,62 to 64 years,Unemployed Civilian
Jefferson, Indiana,B23001_158,290,Female,62 to 64 years,Not in labor force
Jefferson, Indiana,B23001_161,154,Female,65 to 69 years,Employed
Jefferson, Indiana,B23001_162,10,Female,65 to 69 years,Unemployed
Jefferson, Indiana,B23001_163,909,Female,65 to 69 years,Not in labor force
Jefferson, Indiana,B23001_166,68,Female,70 to 74 years,Employed
Jefferson, Indiana,B23001_167,0,Female,70 to 74 years,Unemployed
Jefferson, Indiana,B23001_168,537,Female,70 to 74 years,Not in labor force
Jefferson, Indiana,B23001_171,41,Female,75 years and over,Employed
Jefferson, Indiana,B23001_172,0,Female,75 years and over,Unemployed
Jefferson, Indiana,B23001_173,1290,Female,75 years and over,Not in labor force
Jennings, Indiana,B23001_005,0,Male,16 to 19 years,In Armed Forces
Jennings, Indiana,B23001_007,202,Male,16 to 19 years,Employed Civilian
Jennings, Indiana,B23001_008,74,Male,16 to 19 years,Unemployed Civilian
Jennings, Indiana,B23001_009,409,Male,16 to 19 years,Not in labor force
Jennings, Indiana,B23001_012,34,Male,20 and 21 years,In Armed Forces
Jennings, Indiana,B23001_014,181,Male,20 and 21 years,Employed Civilian
Jennings, Indiana,B23001_015,53,Male,20 and 21 years,Unemployed Civilian
Jennings, Indiana,B23001_016,106,Male,20 and 21 years,Not in labor force
Jennings, Indiana,B23001_019,0,Male,22 to 24 years,In Armed Forces
Jennings, Indiana,B23001_021,379,Male,22 to 24 years,Employed Civilian
Jennings, Indiana,B23001_022,0,Male,22 to 24 years,Unemployed Civilian
Jennings, Indiana,B23001_023,170,Male,22 to 24 years,Not in labor force
Jennings, Indiana,B23001_026,0,Male,25 to 29 years,In Armed Forces
Jennings, Indiana,B23001_028,727,Male,25 to 29 years,Employed Civilian
Jennings, Indiana,B23001_029,28,Male,25 to 29 years,Unemployed Civilian
Jennings, Indiana,B23001_030,134,Male,25 to 29 years,Not in labor force
Jennings, Indiana,B23001_033,0,Male,30 to 34 years,In Armed Forces
Jennings, Indiana,B23001_035,628,Male,30 to 34 years,Employed Civilian
Jennings, Indiana,B23001_036,32,Male,30 to 34 years,Unemployed Civilian
Jennings, Indiana,B23001_037,57,Male,30 to 34 years,Not in labor force
Jennings, Indiana,B23001_040,11,Male,35 to 44 years,In Armed Forces
Jennings, Indiana,B23001_042,1304,Male,35 to 44 years,Employed Civilian
Jennings, Indiana,B23001_043,36,Male,35 to 44 years,Unemployed Civilian
Jennings, Indiana,B23001_044,346,Male,35 to 44 years,Not in labor force
Jennings, Indiana,B23001_047,0,Male,45 to 54 years,In Armed Forces
Jennings, Indiana,B23001_049,1720,Male,45 to 54 years,Employed Civilian
Jennings, Indiana,B23001_050,68,Male,45 to 54 years,Unemployed Civilian
Jennings, Indiana,B23001_051,372,Male,45 to 54 years,Not in labor force
Jennings, Indiana,B23001_054,0,Male,55 to 59 years,In Armed Forces
Jennings, Indiana,B23001_056,664,Male,55 to 59 years,Employed Civilian
Jennings, Indiana,B23001_057,8,Male,55 to 59 years,Unemployed Civilian
Jennings, Indiana,B23001_058,227,Male,55 to 59 years,Not in labor force
Jennings, Indiana,B23001_061,0,Male,60 and 61 years,In Armed Forces
Jennings, Indiana,B23001_063,248,Male,60 and 61 years,Employed Civilian
Jennings, Indiana,B23001_064,0,Male,60 and 61 years,Unemployed Civilian
Jennings, Indiana,B23001_065,67,Male,60 and 61 years,Not in labor force
Jennings, Indiana,B23001_068,0,Male,62 to 64 years,In Armed Forces
Jennings, Indiana,B23001_070,419,Male,62 to 64 years,Employed Civilian
Jennings, Indiana,B23001_071,0,Male,62 to 64 years,Unemployed Civilian
Jennings, Indiana,B23001_072,319,Male,62 to 64 years,Not in labor force
Jennings, Indiana,B23001_075,233,Male,65 to 69 years,Employed
Jennings, Indiana,B23001_076,0,Male,65 to 69 years,Unemployed
Jennings, Indiana,B23001_077,521,Male,65 to 69 years,Not in labor force
Jennings, Indiana,B23001_080,116,Male,70 to 74 years,Employed
Jennings, Indiana,B23001_081,0,Male,70 to 74 years,Unemployed
Jennings, Indiana,B23001_082,407,Male,70 to 74 years,Not in labor force
Jennings, Indiana,B23001_085,72,Male,75 years and over,Employed
Jennings, Indiana,B23001_086,8,Male,75 years and over,Unemployed
Jennings, Indiana,B23001_087,608,Male,75 years and over,Not in labor force
Jennings, Indiana,B23001_091,0,Female,16 to 19 years,In Armed Forces
Jennings, Indiana,B23001_093,275,Female,16 to 19 years,Employed Civilian
Jennings, Indiana,B23001_094,108,Female,16 to 19 years,Unemployed Civilian
Jennings, Indiana,B23001_095,317,Female,16 to 19 years,Not in labor force
Jennings, Indiana,B23001_098,0,Female,20 and 21 years,In Armed Forces
Jennings, Indiana,B23001_100,287,Female,20 and 21 years,Employed Civilian
Jennings, Indiana,B23001_101,0,Female,20 and 21 years,Unemployed Civilian
Jennings, Indiana,B23001_102,82,Female,20 and 21 years,Not in labor force
Jennings, Indiana,B23001_105,0,Female,22 to 24 years,In Armed Forces
Jennings, Indiana,B23001_107,412,Female,22 to 24 years,Employed Civilian
Jennings, Indiana,B23001_108,0,Female,22 to 24 years,Unemployed Civilian
Jennings, Indiana,B23001_109,84,Female,22 to 24 years,Not in labor force
Jennings, Indiana,B23001_112,0,Female,25 to 29 years,In Armed Forces
Jennings, Indiana,B23001_114,566,Female,25 to 29 years,Employed Civilian
Jennings, Indiana,B23001_115,92,Female,25 to 29 years,Unemployed Civilian
Jennings, Indiana,B23001_116,136,Female,25 to 29 years,Not in labor force
Jennings, Indiana,B23001_119,0,Female,30 to 34 years,In Armed Forces
Jennings, Indiana,B23001_121,551,Female,30 to 34 years,Employed Civilian
Jennings, Indiana,B23001_122,0,Female,30 to 34 years,Unemployed Civilian
Jennings, Indiana,B23001_123,176,Female,30 to 34 years,Not in labor force
Jennings, Indiana,B23001_126,0,Female,35 to 44 years,In Armed Forces
Jennings, Indiana,B23001_128,1204,Female,35 to 44 years,Employed Civilian
Jennings, Indiana,B23001_129,46,Female,35 to 44 years,Unemployed Civilian
Jennings, Indiana,B23001_130,381,Female,35 to 44 years,Not in labor force
Jennings, Indiana,B23001_133,0,Female,45 to 54 years,In Armed Forces
Jennings, Indiana,B23001_135,1523,Female,45 to 54 years,Employed Civilian
Jennings, Indiana,B23001_136,11,Female,45 to 54 years,Unemployed Civilian
Jennings, Indiana,B23001_137,521,Female,45 to 54 years,Not in labor force
Jennings, Indiana,B23001_140,0,Female,55 to 59 years,In Armed Forces
Jennings, Indiana,B23001_142,618,Female,55 to 59 years,Employed Civilian
Jennings, Indiana,B23001_143,0,Female,55 to 59 years,Unemployed Civilian
Jennings, Indiana,B23001_144,316,Female,55 to 59 years,Not in labor force
Jennings, Indiana,B23001_147,0,Female,60 and 61 years,In Armed Forces
Jennings, Indiana,B23001_149,234,Female,60 and 61 years,Employed Civilian
Jennings, Indiana,B23001_150,0,Female,60 and 61 years,Unemployed Civilian
Jennings, Indiana,B23001_151,181,Female,60 and 61 years,Not in labor force
Jennings, Indiana,B23001_154,0,Female,62 to 64 years,In Armed Forces
Jennings, Indiana,B23001_156,216,Female,62 to 64 years,Employed Civilian
Jennings, Indiana,B23001_157,0,Female,62 to 64 years,Unemployed Civilian
Jennings, Indiana,B23001_158,265,Female,62 to 64 years,Not in labor force
Jennings, Indiana,B23001_161,259,Female,65 to 69 years,Employed
Jennings, Indiana,B23001_162,0,Female,65 to 69 years,Unemployed
Jennings, Indiana,B23001_163,571,Female,65 to 69 years,Not in labor force
Jennings, Indiana,B23001_166,74,Female,70 to 74 years,Employed
Jennings, Indiana,B23001_167,0,Female,70 to 74 years,Unemployed
Jennings, Indiana,B23001_168,490,Female,70 to 74 years,Not in labor force
Jennings, Indiana,B23001_171,113,Female,75 years and over,Employed
Jennings, Indiana,B23001_172,0,Female,75 years and over,Unemployed
Jennings, Indiana,B23001_173,873,Female,75 years and over,Not in labor force
Johnson, Indiana,B23001_005,0,Male,16 to 19 years,In Armed Forces
Johnson, Indiana,B23001_007,1265,Male,16 to 19 years,Employed Civilian
Johnson, Indiana,B23001_008,263,Male,16 to 19 years,Unemployed Civilian
Johnson, Indiana,B23001_009,2528,Male,16 to 19 years,Not in labor force
Johnson, Indiana,B23001_012,0,Male,20 and 21 years,In Armed Forces
Johnson, Indiana,B23001_014,961,Male,20 and 21 years,Employed Civilian
Johnson, Indiana,B23001_015,125,Male,20 and 21 years,Unemployed Civilian
Johnson, Indiana,B23001_016,419,Male,20 and 21 years,Not in labor force
Johnson, Indiana,B23001_019,0,Male,22 to 24 years,In Armed Forces
Johnson, Indiana,B23001_021,2519,Male,22 to 24 years,Employed Civilian
Johnson, Indiana,B23001_022,109,Male,22 to 24 years,Unemployed Civilian
Johnson, Indiana,B23001_023,516,Male,22 to 24 years,Not in labor force
Johnson, Indiana,B23001_026,41,Male,25 to 29 years,In Armed Forces
Johnson, Indiana,B23001_028,4124,Male,25 to 29 years,Employed Civilian
Johnson, Indiana,B23001_029,269,Male,25 to 29 years,Unemployed Civilian
Johnson, Indiana,B23001_030,528,Male,25 to 29 years,Not in labor force
Johnson, Indiana,B23001_033,141,Male,30 to 34 years,In Armed Forces
Johnson, Indiana,B23001_035,4408,Male,30 to 34 years,Employed Civilian
Johnson, Indiana,B23001_036,181,Male,30 to 34 years,Unemployed Civilian
Johnson, Indiana,B23001_037,197,Male,30 to 34 years,Not in labor force
Johnson, Indiana,B23001_040,184,Male,35 to 44 years,In Armed Forces
Johnson, Indiana,B23001_042,9451,Male,35 to 44 years,Employed Civilian
Johnson, Indiana,B23001_043,277,Male,35 to 44 years,Unemployed Civilian
Johnson, Indiana,B23001_044,558,Male,35 to 44 years,Not in labor force
Johnson, Indiana,B23001_047,36,Male,45 to 54 years,In Armed Forces
Johnson, Indiana,B23001_049,8603,Male,45 to 54 years,Employed Civilian
Johnson, Indiana,B23001_050,447,Male,45 to 54 years,Unemployed Civilian
Johnson, Indiana,B23001_051,924,Male,45 to 54 years,Not in labor force
Johnson, Indiana,B23001_054,0,Male,55 to 59 years,In Armed Forces
Johnson, Indiana,B23001_056,4014,Male,55 to 59 years,Employed Civilian
Johnson, Indiana,B23001_057,186,Male,55 to 59 years,Unemployed Civilian
Johnson, Indiana,B23001_058,555,Male,55 to 59 years,Not in labor force
Johnson, Indiana,B23001_061,0,Male,60 and 61 years,In Armed Forces
Johnson, Indiana,B23001_063,1184,Male,60 and 61 years,Employed Civilian
Johnson, Indiana,B23001_064,26,Male,60 and 61 years,Unemployed Civilian
Johnson, Indiana,B23001_065,511,Male,60 and 61 years,Not in labor force
Johnson, Indiana,B23001_068,0,Male,62 to 64 years,In Armed Forces
Johnson, Indiana,B23001_070,1188,Male,62 to 64 years,Employed Civilian
Johnson, Indiana,B23001_071,18,Male,62 to 64 years,Unemployed Civilian
Johnson, Indiana,B23001_072,984,Male,62 to 64 years,Not in labor force
Johnson, Indiana,B23001_075,1192,Male,65 to 69 years,Employed
Johnson, Indiana,B23001_076,13,Male,65 to 69 years,Unemployed
Johnson, Indiana,B23001_077,2271,Male,65 to 69 years,Not in labor force
Johnson, Indiana,B23001_080,415,Male,70 to 74 years,Employed
Johnson, Indiana,B23001_081,0,Male,70 to 74 years,Unemployed
Johnson, Indiana,B23001_082,1972,Male,70 to 74 years,Not in labor force
Johnson, Indiana,B23001_085,221,Male,75 years and over,Employed
Johnson, Indiana,B23001_086,0,Male,75 years and over,Unemployed
Johnson, Indiana,B23001_087,3243,Male,75 years and over,Not in labor force
Johnson, Indiana,B23001_091,0,Female,16 to 19 years,In Armed Forces
Johnson, Indiana,B23001_093,1828,Female,16 to 19 years,Employed Civilian
Johnson, Indiana,B23001_094,53,Female,16 to 19 years,Unemployed Civilian
Johnson, Indiana,B23001_095,1924,Female,16 to 19 years,Not in labor force
Johnson, Indiana,B23001_098,0,Female,20 and 21 years,In Armed Forces
Johnson, Indiana,B23001_100,1518,Female,20 and 21 years,Employed Civilian
Johnson, Indiana,B23001_101,118,Female,20 and 21 years,Unemployed Civilian
Johnson, Indiana,B23001_102,373,Female,20 and 21 years,Not in labor force
Johnson, Indiana,B23001_105,0,Female,22 to 24 years,In Armed Forces
Johnson, Indiana,B23001_107,2152,Female,22 to 24 years,Employed Civilian
Johnson, Indiana,B23001_108,136,Female,22 to 24 years,Unemployed Civilian
Johnson, Indiana,B23001_109,294,Female,22 to 24 years,Not in labor force
Johnson, Indiana,B23001_112,0,Female,25 to 29 years,In Armed Forces
Johnson, Indiana,B23001_114,3494,Female,25 to 29 years,Employed Civilian
Johnson, Indiana,B23001_115,154,Female,25 to 29 years,Unemployed Civilian
Johnson, Indiana,B23001_116,1351,Female,25 to 29 years,Not in labor force
Johnson, Indiana,B23001_119,16,Female,30 to 34 years,In Armed Forces
Johnson, Indiana,B23001_121,3898,Female,30 to 34 years,Employed Civilian
Johnson, Indiana,B23001_122,165,Female,30 to 34 years,Unemployed Civilian
Johnson, Indiana,B23001_123,1097,Female,30 to 34 years,Not in labor force
Johnson, Indiana,B23001_126,0,Female,35 to 44 years,In Armed Forces
Johnson, Indiana,B23001_128,8291,Female,35 to 44 years,Employed Civilian
Johnson, Indiana,B23001_129,324,Female,35 to 44 years,Unemployed Civilian
Johnson, Indiana,B23001_130,1660,Female,35 to 44 years,Not in labor force
Johnson, Indiana,B23001_133,14,Female,45 to 54 years,In Armed Forces
Johnson, Indiana,B23001_135,8261,Female,45 to 54 years,Employed Civilian
Johnson, Indiana,B23001_136,346,Female,45 to 54 years,Unemployed Civilian
Johnson, Indiana,B23001_137,1753,Female,45 to 54 years,Not in labor force
Johnson, Indiana,B23001_140,0,Female,55 to 59 years,In Armed Forces
Johnson, Indiana,B23001_142,2936,Female,55 to 59 years,Employed Civilian
Johnson, Indiana,B23001_143,68,Female,55 to 59 years,Unemployed Civilian
Johnson, Indiana,B23001_144,1365,Female,55 to 59 years,Not in labor force
Johnson, Indiana,B23001_147,0,Female,60 and 61 years,In Armed Forces
Johnson, Indiana,B23001_149,1350,Female,60 and 61 years,Employed Civilian
Johnson, Indiana,B23001_150,14,Female,60 and 61 years,Unemployed Civilian
Johnson, Indiana,B23001_151,721,Female,60 and 61 years,Not in labor force
Johnson, Indiana,B23001_154,0,Female,62 to 64 years,In Armed Forces
Johnson, Indiana,B23001_156,1469,Female,62 to 64 years,Employed Civilian
Johnson, Indiana,B23001_157,24,Female,62 to 64 years,Unemployed Civilian
Johnson, Indiana,B23001_158,1461,Female,62 to 64 years,Not in labor force
Johnson, Indiana,B23001_161,1049,Female,65 to 69 years,Employed
Johnson, Indiana,B23001_162,38,Female,65 to 69 years,Unemployed
Johnson, Indiana,B23001_163,2742,Female,65 to 69 years,Not in labor force
Johnson, Indiana,B23001_166,429,Female,70 to 74 years,Employed
Johnson, Indiana,B23001_167,8,Female,70 to 74 years,Unemployed
Johnson, Indiana,B23001_168,2692,Female,70 to 74 years,Not in labor force
Johnson, Indiana,B23001_171,177,Female,75 years and over,Employed
Johnson, Indiana,B23001_172,0,Female,75 years and over,Unemployed
Johnson, Indiana,B23001_173,5038,Female,75 years and over,Not in labor force
Knox, Indiana,B23001_005,0,Male,16 to 19 years,In Armed Forces
Knox, Indiana,B23001_007,745,Male,16 to 19 years,Employed Civilian
Knox, Indiana,B23001_008,62,Male,16 to 19 years,Unemployed Civilian
Knox, Indiana,B23001_009,802,Male,16 to 19 years,Not in labor force
Knox, Indiana,B23001_012,0,Male,20 and 21 years,In Armed Forces
Knox, Indiana,B23001_014,407,Male,20 and 21 years,Employed Civilian
Knox, Indiana,B23001_015,30,Male,20 and 21 years,Unemployed Civilian
Knox, Indiana,B23001_016,341,Male,20 and 21 years,Not in labor force
Knox, Indiana,B23001_019,0,Male,22 to 24 years,In Armed Forces
Knox, Indiana,B23001_021,773,Male,22 to 24 years,Employed Civilian
Knox, Indiana,B23001_022,72,Male,22 to 24 years,Unemployed Civilian
Knox, Indiana,B23001_023,170,Male,22 to 24 years,Not in labor force
Knox, Indiana,B23001_026,0,Male,25 to 29 years,In Armed Forces
Knox, Indiana,B23001_028,979,Male,25 to 29 years,Employed Civilian
Knox, Indiana,B23001_029,74,Male,25 to 29 years,Unemployed Civilian
Knox, Indiana,B23001_030,102,Male,25 to 29 years,Not in labor force
Knox, Indiana,B23001_033,0,Male,30 to 34 years,In Armed Forces
Knox, Indiana,B23001_035,842,Male,30 to 34 years,Employed Civilian
Knox, Indiana,B23001_036,3,Male,30 to 34 years,Unemployed Civilian
Knox, Indiana,B23001_037,282,Male,30 to 34 years,Not in labor force
Knox, Indiana,B23001_040,0,Male,35 to 44 years,In Armed Forces
Knox, Indiana,B23001_042,1682,Male,35 to 44 years,Employed Civilian
Knox, Indiana,B23001_043,109,Male,35 to 44 years,Unemployed Civilian
Knox, Indiana,B23001_044,237,Male,35 to 44 years,Not in labor force
Knox, Indiana,B23001_047,0,Male,45 to 54 years,In Armed Forces
Knox, Indiana,B23001_049,1845,Male,45 to 54 years,Employed Civilian
Knox, Indiana,B23001_050,33,Male,45 to 54 years,Unemployed Civilian
Knox, Indiana,B23001_051,500,Male,45 to 54 years,Not in labor force
Knox, Indiana,B23001_054,0,Male,55 to 59 years,In Armed Forces
Knox, Indiana,B23001_056,1075,Male,55 to 59 years,Employed Civilian
Knox, Indiana,B23001_057,9,Male,55 to 59 years,Unemployed Civilian
Knox, Indiana,B23001_058,184,Male,55 to 59 years,Not in labor force
Knox, Indiana,B23001_061,0,Male,60 and 61 years,In Armed Forces
Knox, Indiana,B23001_063,299,Male,60 and 61 years,Employed Civilian
Knox, Indiana,B23001_064,10,Male,60 and 61 years,Unemployed Civilian
Knox, Indiana,B23001_065,241,Male,60 and 61 years,Not in labor force
Knox, Indiana,B23001_068,0,Male,62 to 64 years,In Armed Forces
Knox, Indiana,B23001_070,366,Male,62 to 64 years,Employed Civilian
Knox, Indiana,B23001_071,0,Male,62 to 64 years,Unemployed Civilian
Knox, Indiana,B23001_072,276,Male,62 to 64 years,Not in labor force
Knox, Indiana,B23001_075,416,Male,65 to 69 years,Employed
Knox, Indiana,B23001_076,53,Male,65 to 69 years,Unemployed
Knox, Indiana,B23001_077,644,Male,65 to 69 years,Not in labor force
Knox, Indiana,B23001_080,132,Male,70 to 74 years,Employed
Knox, Indiana,B23001_081,0,Male,70 to 74 years,Unemployed
Knox, Indiana,B23001_082,368,Male,70 to 74 years,Not in labor force
Knox, Indiana,B23001_085,138,Male,75 years and over,Employed
Knox, Indiana,B23001_086,0,Male,75 years and over,Unemployed
Knox, Indiana,B23001_087,926,Male,75 years and over,Not in labor force
Knox, Indiana,B23001_091,0,Female,16 to 19 years,In Armed Forces
Knox, Indiana,B23001_093,492,Female,16 to 19 years,Employed Civilian
Knox, Indiana,B23001_094,100,Female,16 to 19 years,Unemployed Civilian
Knox, Indiana,B23001_095,527,Female,16 to 19 years,Not in labor force
Knox, Indiana,B23001_098,0,Female,20 and 21 years,In Armed Forces
Knox, Indiana,B23001_100,464,Female,20 and 21 years,Employed Civilian
Knox, Indiana,B23001_101,31,Female,20 and 21 years,Unemployed Civilian
Knox, Indiana,B23001_102,97,Female,20 and 21 years,Not in labor force
Knox, Indiana,B23001_105,0,Female,22 to 24 years,In Armed Forces
Knox, Indiana,B23001_107,515,Female,22 to 24 years,Employed Civilian
Knox, Indiana,B23001_108,48,Female,22 to 24 years,Unemployed Civilian
Knox, Indiana,B23001_109,101,Female,22 to 24 years,Not in labor force
Knox, Indiana,B23001_112,0,Female,25 to 29 years,In Armed Forces
Knox, Indiana,B23001_114,719,Female,25 to 29 years,Employed Civilian
Knox, Indiana,B23001_115,45,Female,25 to 29 years,Unemployed Civilian
Knox, Indiana,B23001_116,201,Female,25 to 29 years,Not in labor force
Knox, Indiana,B23001_119,0,Female,30 to 34 years,In Armed Forces
Knox, Indiana,B23001_121,812,Female,30 to 34 years,Employed Civilian
Knox, Indiana,B23001_122,79,Female,30 to 34 years,Unemployed Civilian
Knox, Indiana,B23001_123,215,Female,30 to 34 years,Not in labor force
Knox, Indiana,B23001_126,0,Female,35 to 44 years,In Armed Forces
Knox, Indiana,B23001_128,1495,Female,35 to 44 years,Employed Civilian
Knox, Indiana,B23001_129,54,Female,35 to 44 years,Unemployed Civilian
Knox, Indiana,B23001_130,570,Female,35 to 44 years,Not in labor force
Knox, Indiana,B23001_133,0,Female,45 to 54 years,In Armed Forces
Knox, Indiana,B23001_135,1648,Female,45 to 54 years,Employed Civilian
Knox, Indiana,B23001_136,81,Female,45 to 54 years,Unemployed Civilian
Knox, Indiana,B23001_137,513,Female,45 to 54 years,Not in labor force
Knox, Indiana,B23001_140,0,Female,55 to 59 years,In Armed Forces
Knox, Indiana,B23001_142,1026,Female,55 to 59 years,Employed Civilian
Knox, Indiana,B23001_143,27,Female,55 to 59 years,Unemployed Civilian
Knox, Indiana,B23001_144,370,Female,55 to 59 years,Not in labor force
Knox, Indiana,B23001_147,0,Female,60 and 61 years,In Armed Forces
Knox, Indiana,B23001_149,320,Female,60 and 61 years,Employed Civilian
Knox, Indiana,B23001_150,0,Female,60 and 61 years,Unemployed Civilian
Knox, Indiana,B23001_151,145,Female,60 and 61 years,Not in labor force
Knox, Indiana,B23001_154,0,Female,62 to 64 years,In Armed Forces
Knox, Indiana,B23001_156,263,Female,62 to 64 years,Employed Civilian
Knox, Indiana,B23001_157,31,Female,62 to 64 years,Unemployed Civilian
Knox, Indiana,B23001_158,425,Female,62 to 64 years,Not in labor force
Knox, Indiana,B23001_161,330,Female,65 to 69 years,Employed
Knox, Indiana,B23001_162,0,Female,65 to 69 years,Unemployed
Knox, Indiana,B23001_163,859,Female,65 to 69 years,Not in labor force
Knox, Indiana,B23001_166,155,Female,70 to 74 years,Employed
Knox, Indiana,B23001_167,0,Female,70 to 74 years,Unemployed
Knox, Indiana,B23001_168,598,Female,70 to 74 years,Not in labor force
Knox, Indiana,B23001_171,130,Female,75 years and over,Employed
Knox, Indiana,B23001_172,11,Female,75 years and over,Unemployed
Knox, Indiana,B23001_173,1624,Female,75 years and over,Not in labor force
Kosciusko, Indiana,B23001_005,0,Male,16 to 19 years,In Armed Forces
Kosciusko, Indiana,B23001_007,1065,Male,16 to 19 years,Employed Civilian
Kosciusko, Indiana,B23001_008,213,Male,16 to 19 years,Unemployed Civilian
Kosciusko, Indiana,B23001_009,863,Male,16 to 19 years,Not in labor force
Kosciusko, Indiana,B23001_012,0,Male,20 and 21 years,In Armed Forces
Kosciusko, Indiana,B23001_014,973,Male,20 and 21 years,Employed Civilian
Kosciusko, Indiana,B23001_015,89,Male,20 and 21 years,Unemployed Civilian
Kosciusko, Indiana,B23001_016,117,Male,20 and 21 years,Not in labor force
Kosciusko, Indiana,B23001_019,0,Male,22 to 24 years,In Armed Forces
Kosciusko, Indiana,B23001_021,1291,Male,22 to 24 years,Employed Civilian
Kosciusko, Indiana,B23001_022,82,Male,22 to 24 years,Unemployed Civilian
Kosciusko, Indiana,B23001_023,82,Male,22 to 24 years,Not in labor force
Kosciusko, Indiana,B23001_026,0,Male,25 to 29 years,In Armed Forces
Kosciusko, Indiana,B23001_028,2228,Male,25 to 29 years,Employed Civilian
Kosciusko, Indiana,B23001_029,129,Male,25 to 29 years,Unemployed Civilian
Kosciusko, Indiana,B23001_030,257,Male,25 to 29 years,Not in labor force
Kosciusko, Indiana,B23001_033,0,Male,30 to 34 years,In Armed Forces
Kosciusko, Indiana,B23001_035,2390,Male,30 to 34 years,Employed Civilian
Kosciusko, Indiana,B23001_036,69,Male,30 to 34 years,Unemployed Civilian
Kosciusko, Indiana,B23001_037,158,Male,30 to 34 years,Not in labor force
Kosciusko, Indiana,B23001_040,0,Male,35 to 44 years,In Armed Forces
Kosciusko, Indiana,B23001_042,4167,Male,35 to 44 years,Employed Civilian
Kosciusko, Indiana,B23001_043,124,Male,35 to 44 years,Unemployed Civilian
Kosciusko, Indiana,B23001_044,348,Male,35 to 44 years,Not in labor force
Kosciusko, Indiana,B23001_047,0,Male,45 to 54 years,In Armed Forces
Kosciusko, Indiana,B23001_049,4300,Male,45 to 54 years,Employed Civilian
Kosciusko, Indiana,B23001_050,101,Male,45 to 54 years,Unemployed Civilian
Kosciusko, Indiana,B23001_051,534,Male,45 to 54 years,Not in labor force
Kosciusko, Indiana,B23001_054,0,Male,55 to 59 years,In Armed Forces
Kosciusko, Indiana,B23001_056,2258,Male,55 to 59 years,Employed Civilian
Kosciusko, Indiana,B23001_057,64,Male,55 to 59 years,Unemployed Civilian
Kosciusko, Indiana,B23001_058,491,Male,55 to 59 years,Not in labor force
Kosciusko, Indiana,B23001_061,0,Male,60 and 61 years,In Armed Forces
Kosciusko, Indiana,B23001_063,741,Male,60 and 61 years,Employed Civilian
Kosciusko, Indiana,B23001_064,48,Male,60 and 61 years,Unemployed Civilian
Kosciusko, Indiana,B23001_065,149,Male,60 and 61 years,Not in labor force
Kosciusko, Indiana,B23001_068,0,Male,62 to 64 years,In Armed Forces
Kosciusko, Indiana,B23001_070,981,Male,62 to 64 years,Employed Civilian
Kosciusko, Indiana,B23001_071,37,Male,62 to 64 years,Unemployed Civilian
Kosciusko, Indiana,B23001_072,596,Male,62 to 64 years,Not in labor force
Kosciusko, Indiana,B23001_075,712,Male,65 to 69 years,Employed
Kosciusko, Indiana,B23001_076,9,Male,65 to 69 years,Unemployed
Kosciusko, Indiana,B23001_077,1312,Male,65 to 69 years,Not in labor force
Kosciusko, Indiana,B23001_080,309,Male,70 to 74 years,Employed
Kosciusko, Indiana,B23001_081,0,Male,70 to 74 years,Unemployed
Kosciusko, Indiana,B23001_082,1174,Male,70 to 74 years,Not in labor force
Kosciusko, Indiana,B23001_085,220,Male,75 years and over,Employed
Kosciusko, Indiana,B23001_086,0,Male,75 years and over,Unemployed
Kosciusko, Indiana,B23001_087,1910,Male,75 years and over,Not in labor force
