zip,type,primary_city,acceptable_cities,state,county,latitude,longitude
41778,PO BOX,Yerkes,NA,KY,Perry County,37.26,-83.32
41804,STANDARD,Blackey,Carcassonne,KY,Letcher County,37.15,-83
41810,PO BOX,Cromona,NA,KY,Letcher County,37.19,-82.67
41812,STANDARD,Deane,NA,KY,Letcher County,37.24,-82.77
41815,STANDARD,Ermine,NA,KY,Letcher County,37.16,-82.8
41817,STANDARD,Garner,Larkslane,KY,Knott County,37.35,-82.93
41819,STANDARD,Gordon,Gilly,KY,Letcher County,36.99,-83.11
41821,STANDARD,Hallie,Skyline,KY,Letcher County,37.1,-83.02
41822,STANDARD,Hindman,Brinkley,KY,Knott County,37.33,-82.98
41824,STANDARD,Isom,NA,KY,Letcher County,37.19,-82.87
41825,STANDARD,Jackhorn,NA,KY,Letcher County,37.23,-82.71
41826,STANDARD,Jeremiah,NA,KY,Letcher County,37.16,-82.92
41828,STANDARD,Kite,NA,KY,Knott County,37.33,-82.81
41831,STANDARD,Leburn,Soft Shell,KY,Knott County,37.39,-82.95
41832,STANDARD,Letcher,NA,KY,Letcher County,37.14,-82.95
41833,STANDARD,Linefork,NA,KY,Letcher County,37.03,-82.99
41834,STANDARD,Littcarr,NA,KY,Knott County,37.25,-82.96
41835,STANDARD,Mc Roberts,NA,KY,Letcher County,37.21,-82.66
41836,STANDARD,Mallie,NA,KY,Knott County,37.3,-82.91
41837,STANDARD,Mayking,NA,KY,Letcher County,37.13,-82.76
41838,STANDARD,Millstone,NA,KY,Letcher County,37.2,-82.76
41839,STANDARD,Mousie,NA,KY,Knott County,37.41,-82.87
41840,STANDARD,Neon,"Fleming, Fleming Neon, Hall",KY,Letcher County,37.2,-82.72
41843,STANDARD,Pine Top,NA,KY,Knott County,37.27,-82.88
41844,STANDARD,Pippa Passes,Hollybush,KY,Knott County,37.33,-82.87
41845,STANDARD,Premium,NA,KY,Letcher County,37.14,-82.9
41847,STANDARD,Redfox,NA,KY,Knott County,37.21,-82.94
41848,STANDARD,Roxana,NA,KY,Letcher County,37.1,-82.94
41849,PO BOX,Seco,NA,KY,Letcher County,37.18,-82.73
41855,STANDARD,Thornton,NA,KY,Letcher County,37.19,-82.78
41858,STANDARD,Whitesburg,"Crown, Democrat, Dongola, Kona, Oscaloosa, Van",KY,Letcher County,37.11,-82.82
41859,STANDARD,Dema,NA,KY,Knott County,37.39,-82.77
41861,STANDARD,Raven,NA,KY,Knott County,37.41,-82.82
41862,STANDARD,Topmost,Dry Creek,KY,Knott County,37.36,-82.78
42001,STANDARD,Paducah,NA,KY,McCracken County,37.07,-88.63
42002,PO BOX,Paducah,NA,KY,Mccracken County,37.07,-88.63
42003,STANDARD,Paducah,NA,KY,McCracken County,37.01,-88.58
42020,STANDARD,Almo,NA,KY,Calloway County,36.69,-88.29
42021,STANDARD,Arlington,NA,KY,Carlisle County,36.79,-89.01
42022,PO BOX,Bandana,NA,KY,Ballard County,37.14,-88.94
42023,STANDARD,Bardwell,NA,KY,Carlisle County,36.87,-89.01
42024,STANDARD,Barlow,NA,KY,Ballard County,37.05,-89.04
42025,STANDARD,Benton,NA,KY,Marshall County,36.85,-88.35
42027,STANDARD,Boaz,NA,KY,Graves County,36.91,-88.61
42028,STANDARD,Burna,NA,KY,Livingston County,37.24,-88.34
42029,STANDARD,Calvert City,NA,KY,Marshall County,37.03,-88.35
42031,STANDARD,Clinton,NA,KY,Hickman County,36.66,-88.99
42032,STANDARD,Columbus,NA,KY,Hickman County,36.78,-89.11
42033,PO BOX,Crayne,NA,KY,Crittenden County,37.27,-88.08
42035,STANDARD,Cunningham,NA,KY,Carlisle County,36.9,-88.84
42036,STANDARD,Dexter,NA,KY,Calloway County,36.71,-88.21
42037,PO BOX,Dycusburg,NA,KY,Crittenden County,37.17,-88.19
42038,STANDARD,Eddyville,NA,KY,Lyon County,37.07,-88.07
42039,STANDARD,Fancy Farm,NA,KY,Graves County,36.79,-88.83
42040,STANDARD,Farmington,NA,KY,Graves County,36.67,-88.53
42041,STANDARD,Fulton,Crutchfield,KY,Fulton County,36.51,-88.88
42044,STANDARD,Gilbertsville,NA,KY,Marshall County,36.96,-88.27
42045,STANDARD,Grand Rivers,Iuka,KY,Livingston County,37,-88.23
42047,STANDARD,Hampton,NA,KY,Livingston County,37.3,-88.4
42048,STANDARD,Hardin,NA,KY,Marshall County,36.76,-88.3
42049,STANDARD,Hazel,NA,KY,Calloway County,36.52,-88.33
42050,STANDARD,Hickman,NA,KY,Fulton County,36.56,-89.18
42051,STANDARD,Hickory,NA,KY,Graves County,36.84,-88.69
42053,STANDARD,Kevil,NA,KY,McCracken County,37.08,-88.88
42054,STANDARD,Kirksey,NA,KY,Calloway County,36.68,-88.42
42055,STANDARD,Kuttawa,NA,KY,Lyon County,37.08,-88.17
42056,STANDARD,La Center,NA,KY,Ballard County,37.07,-88.97
42058,STANDARD,Ledbetter,NA,KY,Livingston County,37.04,-88.49
42060,PO BOX,Lovelaceville,NA,KY,Ballard County,36.97,-88.83
42061,PO BOX,Lowes,NA,KY,Graves County,36.88,-88.77
42063,PO BOX,Lynnville,NA,KY,Graves County,36.56,-88.56
42064,STANDARD,Marion,NA,KY,Crittenden County,37.33,-88.07
42066,STANDARD,Mayfield,NA,KY,Graves County,36.73,-88.64
42069,STANDARD,Melber,NA,KY,Graves County,36.91,-88.75
42070,PO BOX,Milburn,NA,KY,Carlisle County,36.79,-88.89
42071,STANDARD,Murray,NA,KY,Calloway County,36.61,-88.31
42076,STANDARD,New Concord,Hamlin,KY,Calloway County,36.59,-88.06
42078,STANDARD,Salem,Lola,KY,Livingston County,37.26,-88.23
42079,STANDARD,Sedalia,NA,KY,Graves County,36.56,-88.58
42081,STANDARD,Smithland,Carrsville,KY,Livingston County,37.13,-88.4
42082,STANDARD,Symsonia,NA,KY,Graves County,36.9,-88.51
42083,STANDARD,Tiline,NA,KY,Livingston County,37.16,-88.25
42084,PO BOX,Tolu,NA,KY,Crittenden County,37.43,-88.25
42085,STANDARD,Water Valley,NA,KY,Graves County,36.56,-88.81
42086,STANDARD,West Paducah,NA,KY,McCracken County,37.11,-88.77
42087,STANDARD,Wickliffe,Blandville,KY,Ballard County,36.96,-89.08
42088,STANDARD,Wingo,NA,KY,Graves County,36.64,-88.73
42101,STANDARD,Bowling Green,"Hadley, Plum Springs, Richardsville",KY,Warren County,37.06,-86.46
42102,PO BOX,Bowling Green,NA,KY,Warren County,37,-86.42
42103,STANDARD,Bowling Green,NA,KY,Warren County,36.95,-86.28
42104,STANDARD,Bowling Green,NA,KY,Warren County,36.97,-86.44
42120,STANDARD,Adolphus,NA,KY,Allen County,36.67,-86.27
42122,STANDARD,Alvaton,NA,KY,Warren County,36.86,-86.35
42123,STANDARD,Austin,NA,KY,Barren County,36.81,-86.01
42124,STANDARD,Beaumont,NA,KY,Metcalfe County,36.87,-85.64
42127,STANDARD,Cave City,NA,KY,Barren County,37.13,-85.96
42128,PO BOX,Drake,NA,KY,Warren County,36.82,-86.39
42129,STANDARD,Edmonton,"Subtle, Sulphur Well",KY,Metcalfe County,36.98,-85.62
42130,STANDARD,Eighty Eight,NA,KY,Barren County,36.93,-85.79
42131,STANDARD,Etoile,NA,KY,Barren County,36.81,-85.91
42133,STANDARD,Fountain Run,NA,KY,Monroe County,36.72,-85.96
42134,STANDARD,Franklin,NA,KY,Simpson County,36.72,-86.57
42135,PO BOX,Franklin,NA,KY,Simpson County,36.72,-86.57
42140,STANDARD,Gamaliel,NA,KY,Monroe County,36.63,-85.79
42141,STANDARD,Glasgow,Lamb,KY,Barren County,36.99,-85.92
42142,PO BOX,Glasgow,NA,KY,Barren County,36.99,-85.92
42151,STANDARD,Hestand,NA,KY,Monroe County,36.65,-85.61
42152,PO BOX,Hiseville,NA,KY,Barren County,37.1,-85.81
42153,STANDARD,Holland,NA,KY,Allen County,36.66,-86.07
42154,STANDARD,Knob Lick,NA,KY,Metcalfe County,37.04,-85.73
42156,STANDARD,Lucas,NA,KY,Barren County,36.85,-86.05
42157,STANDARD,Mount Hermon,NA,KY,Monroe County,36.8,-85.81
42159,STANDARD,Oakland,NA,KY,Warren County,37.04,-86.25
42160,STANDARD,Park City,NA,KY,Barren County,37.09,-86.04
42163,STANDARD,Rocky Hill,NA,KY,Edmonson County,37.08,-86.13
42164,STANDARD,Scottsville,Halfway,KY,Allen County,36.74,-86.19
42166,STANDARD,Summer Shade,Willow Shade,KY,Metcalfe County,36.88,-85.7
42167,STANDARD,Tompkinsville,T Ville,KY,Monroe County,36.7,-85.69
42170,STANDARD,Woodburn,NA,KY,Warren County,36.84,-86.52
42171,STANDARD,Smiths Grove,NA,KY,Warren County,37.05,-86.2
42201,PO BOX,Aberdeen,NA,KY,Butler County,37.25,-86.68
42202,STANDARD,Adairville,NA,KY,Logan County,36.66,-86.85
42204,STANDARD,Allensville,NA,KY,Todd County,36.71,-87.06
42206,STANDARD,Auburn,South Union,KY,Logan County,36.86,-86.71
42207,STANDARD,Bee Spring,NA,KY,Edmonson County,37.28,-86.28
42210,STANDARD,Brownsville,"Huff, Lindseyville, Sunfish",KY,Edmonson County,37.18,-86.25
42211,STANDARD,Cadiz,"Canton, Golden Pond",KY,Trigg County,36.86,-87.82
42214,STANDARD,Center,NA,KY,Metcalfe County,37.14,-85.68
42215,STANDARD,Cerulean,NA,KY,Christian County,36.96,-87.66
42216,PO BOX,Clifty,NA,KY,Todd County,36.99,-87.14
42217,STANDARD,Crofton,NA,KY,Christian County,37.04,-87.48
42219,STANDARD,Dunbar,NA,KY,Butler County,37.18,-86.76
42220,STANDARD,Elkton,Allegre,KY,Todd County,36.81,-87.15
42221,PO BOX,Fairview,NA,KY,Todd County,36.84,-87.31
42223,STANDARD,Fort Campbell,NA,KY,Christian County,36.63,-87.46
42232,STANDARD,Gracey,NA,KY,Christian County,36.85,-87.65
42234,STANDARD,Guthrie,Tiny Town,KY,Todd County,36.65,-87.17
42236,STANDARD,Herndon,NA,KY,Christian County,36.71,-87.6
42240,STANDARD,Hopkinsville,NA,KY,Christian County,36.85,-87.49
42241,PO BOX,Hopkinsville,NA,KY,Christian County,36.85,-87.49
42252,STANDARD,Jetson,NA,KY,Butler County,37.23,-86.51
42254,STANDARD,La Fayette,NA,KY,Christian County,36.66,-87.65
42256,STANDARD,Lewisburg,Quality,KY,Logan County,36.98,-86.95
42259,STANDARD,Mammoth Cave,"Mammoth Cave National Park, Ollie",KY,Edmonson County,37.24,-86.15
42261,STANDARD,Morgantown,"Brooklyn, Huntsville, Logansport, Provo, Welchs Creek",KY,Butler County,37.21,-86.7
42262,STANDARD,Oak Grove,NA,KY,Christian County,36.66,-87.42
42265,STANDARD,Olmstead,NA,KY,Logan County,36.75,-87.01
42266,STANDARD,Pembroke,NA,KY,Christian County,36.77,-87.35
42273,STANDARD,Rochester,NA,KY,Butler County,37.2,-86.89
42274,STANDARD,Rockfield,Browning,KY,Warren County,36.95,-86.6
42275,STANDARD,Roundhill,NA,KY,Butler County,37.23,-86.45
42276,STANDARD,Russellville,Oakville,KY,Logan County,36.83,-86.89
42280,STANDARD,Sharon Grove,NA,KY,Todd County,36.94,-87.09
42283,PO BOX,South Union,NA,KY,Logan County,36.87,-86.65
42285,STANDARD,Sweeden,Kyrock,KY,Edmonson County,37.26,-86.3
42286,STANDARD,Trenton,NA,KY,Todd County,36.72,-87.26
42287,STANDARD,Welchs Creek,NA,KY,Butler County,37.31,-86.52
42288,PO BOX,Woodbury,NA,KY,Butler County,37.18,-86.63
42301,STANDARD,Owensboro,"Saint Joseph, St Joseph, Stanley",KY,Daviess County,37.75,-87.11
42302,PO BOX,Owensboro,NA,KY,Daviess County,37.75,-87.11
42303,STANDARD,Owensboro,NA,KY,Daviess County,37.76,-87.05
42304,PO BOX,Owensboro,NA,KY,Daviess County,37.75,-87.11
42320,STANDARD,Beaver Dam,NA,KY,Ohio County,37.4,-86.87
42321,STANDARD,Beech Creek,NA,KY,Muhlenberg County,37.17,-87.06
42322,PO BOX,Beech Grove,NA,KY,McLean County,37.61,-87.4
42323,STANDARD,Beechmont,NA,KY,Muhlenberg County,37.17,-87.04
42324,STANDARD,Belton,NA,KY,Muhlenberg County,37.14,-86.96
42325,STANDARD,Bremen,NA,KY,Muhlenberg County,37.33,-87.27
42326,STANDARD,Browder,NA,KY,Muhlenberg County,37.23,-87.01
42327,STANDARD,Calhoun,NA,KY,McLean County,37.54,-87.25
42328,STANDARD,Centertown,NA,KY,Ohio County,37.41,-86.99
42330,STANDARD,Central City,Central Cty,KY,Muhlenberg County,37.29,-87.12
42332,PO BOX,Cleaton,NA,KY,Muhlenberg County,37.25,-87.09
42333,STANDARD,Cromwell,NA,KY,Ohio County,37.36,-86.76
42334,PO BOX,Curdsville,NA,KY,Henderson County,37.68,-87.36
42337,STANDARD,Drakesboro,NA,KY,Muhlenberg County,37.2,-86.95
42338,STANDARD,Dundee,NA,KY,Ohio County,37.55,-86.78
42339,STANDARD,Dunmor,Penrod,KY,Muhlenberg County,37.08,-87.01
42343,STANDARD,Fordsville,NA,KY,Ohio County,37.63,-86.71
42344,STANDARD,Graham,NA,KY,Muhlenberg County,37.24,-87.29
42345,STANDARD,Greenville,NA,KY,Muhlenberg County,37.2,-87.17
42347,STANDARD,Hartford,Narrows,KY,Ohio County,37.45,-86.89
42348,STANDARD,Hawesville,NA,KY,Hancock County,37.89,-86.75
42349,STANDARD,Horse Branch,NA,KY,Ohio County,37.4,-86.71
42350,STANDARD,Island,NA,KY,McLean County,37.44,-87.14
42351,STANDARD,Lewisport,NA,KY,Hancock County,37.93,-86.9
42352,STANDARD,Livermore,NA,KY,McLean County,37.49,-87.13
42354,STANDARD,Mc Henry,NA,KY,Ohio County,37.38,-86.93
42355,STANDARD,Maceo,NA,KY,Daviess County,37.85,-87
42356,PO BOX,Maple Mount,NA,KY,Daviess County,37.69,-87.32
42361,STANDARD,Olaton,NA,KY,Ohio County,37.53,-86.7
42364,PO BOX,Pellville,NA,KY,Hancock County,37.75,-86.81
42366,STANDARD,Philpot,Knottsville,KY,Daviess County,37.7,-86.93
42367,STANDARD,Powderly,NA,KY,Muhlenberg County,37.23,-87.16
42368,STANDARD,Reynolds Station,Reynolds Sta,KY,Ohio County,37.69,-86.77
42369,STANDARD,Rockport,NA,KY,Ohio County,37.33,-86.99
42370,PO BOX,Rosine,NA,KY,Ohio County,37.45,-86.74
42371,STANDARD,Rumsey,NA,KY,McLean County,37.49,-87.28
42372,STANDARD,Sacramento,NA,KY,McLean County,37.41,-87.26
42374,PO BOX,South Carrollton,S Carrollton,KY,Muhlenberg County,37.33,-87.14
42375,STANDARD,Stanley,NA,KY,Daviess County,37.82,-87.24
42376,STANDARD,Utica,NA,KY,Daviess County,37.61,-87.07
42377,PO BOX,West Louisville,W Louisville,KY,Daviess County,37.73,-87.23
42378,STANDARD,Whitesville,NA,KY,Daviess County,37.68,-86.86
42402,PO BOX,Baskett,NA,KY,Henderson County,37.78,-87.5
42403,STANDARD,Blackford,NA,KY,Webster County,37.44,-87.93
42404,STANDARD,Clay,Blackford,KY,Webster County,37.47,-87.82
42406,STANDARD,Corydon,NA,KY,Henderson County,37.73,-87.7
42408,STANDARD,Dawson Springs,Dawson Spgs,KY,Hopkins County,37.17,-87.68
42409,STANDARD,Dixon,NA,KY,Webster County,37.51,-87.69
42410,STANDARD,Earlington,NA,KY,Hopkins County,37.27,-87.51
42411,STANDARD,Fredonia,NA,KY,Caldwell County,37.2,-88.05
42413,STANDARD,Hanson,NA,KY,Hopkins County,37.41,-87.47
42419,PO BOX,Henderson,NA,KY,Henderson County,37.83,-87.58
42420,STANDARD,Henderson,NA,KY,Henderson County,37.83,-87.58
42431,STANDARD,Madisonville,NA,KY,Hopkins County,37.33,-87.5
42436,STANDARD,Manitou,NA,KY,Hopkins County,37.41,-87.57
42437,STANDARD,Morganfield,Henshaw,KY,Union County,37.68,-87.9
42440,PO BOX,Mortons Gap,NA,KY,Hopkins County,37.24,-87.46
42441,STANDARD,Nebo,NA,KY,Hopkins County,37.38,-87.64
42442,STANDARD,Nortonville,NA,KY,Hopkins County,37.18,-87.45
42444,PO BOX,Poole,NA,KY,Webster County,37.64,-87.64
42445,STANDARD,Princeton,NA,KY,Caldwell County,37.1,-87.88
42450,STANDARD,Providence,NA,KY,Webster County,37.39,-87.75
42451,STANDARD,Reed,NA,KY,Henderson County,37.87,-87.37
42452,STANDARD,Robards,NA,KY,Henderson County,37.67,-87.52
42453,STANDARD,Saint Charles,NA,KY,Hopkins County,37.18,-87.55
42455,STANDARD,Sebree,NA,KY,Webster County,37.6,-87.52
42456,STANDARD,Slaughters,NA,KY,Webster County,37.49,-87.5
42457,PO BOX,Smith Mills,NA,KY,Henderson County,37.8,-87.67
42458,STANDARD,Spottsville,NA,KY,Henderson County,37.82,-87.42
42459,STANDARD,Sturgis,NA,KY,Union County,37.54,-87.98
42460,PO BOX,Sullivan,NA,KY,Union County,37.49,-87.94
42461,STANDARD,Uniontown,NA,KY,Union County,37.77,-87.93
42462,STANDARD,Waverly,NA,KY,Union County,37.7,-87.81
42463,PO BOX,Wheatcroft,NA,KY,Webster County,37.48,-87.86
42464,STANDARD,White Plains,NA,KY,Hopkins County,37.18,-87.38
42501,STANDARD,Somerset,"Acorn, Alcalde, Elihu, Poplarville, Public, Ruth, Stab, Walnut Grove",KY,Pulaski County,37.08,-84.6
42502,PO BOX,Somerset,NA,KY,Pulaski County,37.08,-84.6
42503,STANDARD,Somerset,NA,KY,Pulaski County,37.16,-84.52
42516,STANDARD,Bethelridge,NA,KY,Casey County,37.23,-84.76
42518,STANDARD,Bronston,NA,KY,Pulaski County,36.98,-84.61
42519,STANDARD,Burnside,Sloans Valley,KY,Pulaski County,36.98,-84.6
42528,STANDARD,Dunnville,NA,KY,Casey County,37.2,-85
42533,STANDARD,Ferguson,NA,KY,Pulaski County,37.06,-84.59
42539,STANDARD,Liberty,Clementsville,KY,Casey County,37.31,-84.93
42541,STANDARD,Middleburg,NA,KY,Casey County,37.35,-84.81
42544,STANDARD,Nancy,"Cains Store, Faubush, Ingle, Jabez, Naomi, Pointer, Trimble",KY,Pulaski County,37.07,-84.75
42553,STANDARD,Science Hill,NA,KY,Pulaski County,37.17,-84.63
42558,PO BOX,Tateville,NA,KY,Pulaski County,36.96,-84.58
42564,PO BOX,West Somerset,NA,KY,Pulaski County,37.09,-84.64
42565,STANDARD,Windsor,NA,KY,Casey County,37.13,-84.91
42566,STANDARD,Yosemite,NA,KY,Casey County,37.28,-84.78
42567,STANDARD,Eubank,Pulaski,KY,Pulaski County,37.27,-84.65
42602,STANDARD,Albany,"Aaron, Browns Crossroads, Browns Xroads, Highway, Seminary, Seventy Six, Snow, Static",KY,Clinton County,36.69,-85.13
42603,STANDARD,Alpha,NA,KY,Clinton County,36.78,-85.03
42629,STANDARD,Jamestown,"Bryan, Creelsboro, Rowena, Sewellton",KY,Russell County,36.99,-85.07
42631,PO BOX,Marshes Siding,Marshes Sdng,KY,McCreary County,36.74,-84.48
42633,STANDARD,Monticello,"Barrier, Bethesda, Betsey, Coopersville, Delta, Frazer, Frisby, Gregory, Mill Springs, Mount Pisgah, Number One, Oil Valley, Parnell, Powersburg, Pueblo, Ritner, Rockybranch, Slat, Steubenville, Stop, Sunnybrook, Susie, Touristville, Windy",KY,Wayne County,36.84,-84.84
42634,STANDARD,Parkers Lake,"Greenwood, Honeybee, Sawyer",KY,McCreary County,36.84,-84.48
42635,STANDARD,Pine Knot,NA,KY,McCreary County,36.68,-84.4
42638,STANDARD,Revelo,NA,KY,McCreary County,36.67,-84.47
42642,STANDARD,Russell Springs,"Russell Spgs, Webbs Cross Roads, Webbs Crs Rds",KY,Russell County,37.05,-85.07
42647,STANDARD,Stearns,NA,KY,McCreary County,36.69,-84.47
42649,STANDARD,Strunk,NA,KY,McCreary County,36.62,-84.43
42653,STANDARD,Whitley City,NA,KY,McCreary County,36.72,-84.47
42701,STANDARD,Elizabethtown,E Town,KY,Hardin County,37.7,-85.87
42702,PO BOX,Elizabethtown,E Town,KY,Hardin County,37.7,-85.87
42712,STANDARD,Big Clifty,NA,KY,Grayson County,37.55,-86.15
42713,STANDARD,Bonnieville,NA,KY,Hart County,37.37,-85.9
42715,STANDARD,Breeding,NA,KY,Adair County,36.95,-85.41
42716,STANDARD,Buffalo,NA,KY,Larue County,37.51,-85.7
42717,STANDARD,Burkesville,"Bakerton, Bow, Kettle, Peytonsburg, Waterview",KY,Cumberland County,36.79,-85.36
42718,STANDARD,Campbellsville,"Campbellsvlle, Finley",KY,Taylor County,37.34,-85.34
42719,PO BOX,Campbellsville,Campbellsvlle,KY,Taylor County,37.34,-85.34
42720,PO BOX,Cane Valley,NA,KY,Adair County,37.18,-85.31
42721,STANDARD,Caneyville,"Neafus, Spring Lick",KY,Grayson County,37.42,-86.48
42722,STANDARD,Canmer,NA,KY,Hart County,37.28,-85.72
42724,STANDARD,Cecilia,"Stephensburg, Vertrees",KY,Hardin County,37.66,-85.95
42726,STANDARD,Clarkson,"Millerstown, Peonia, Rock Creek, Wax",KY,Grayson County,37.49,-86.22
42728,STANDARD,Columbia,"Casey Creek, Cundiff, Fairplay, Milltown, Montpelier",KY,Adair County,37.09,-85.3
42729,STANDARD,Cub Run,NA,KY,Hart County,37.3,-86.06
42731,STANDARD,Dubre,NA,KY,Cumberland County,36.83,-85.55
42732,STANDARD,Eastview,"Meeting Creek, Summit",KY,Hardin County,37.58,-86.05
42733,STANDARD,Elk Horn,NA,KY,Taylor County,37.31,-85.28
42740,STANDARD,Glendale,NA,KY,Hardin County,37.6,-85.91
42741,STANDARD,Glens Fork,NA,KY,Adair County,37.01,-85.25
42742,STANDARD,Gradyville,NA,KY,Adair County,37.08,-85.41
42743,STANDARD,Greensburg,NA,KY,Green County,37.25,-85.49
42746,STANDARD,Hardyville,NA,KY,Hart County,37.25,-85.8
42748,STANDARD,Hodgenville,White City,KY,Larue County,37.56,-85.73
42749,STANDARD,Horse Cave,Park,KY,Hart County,37.17,-85.91
42753,STANDARD,Knifley,NA,KY,Adair County,37.22,-85.14
42754,STANDARD,Leitchfield,NA,KY,Grayson County,37.48,-86.29
42755,PO BOX,Leitchfield,NA,KY,Grayson County,37.48,-86.29
42757,STANDARD,Magnolia,NA,KY,Hart County,37.45,-85.75
42758,PO BOX,Mannsville,NA,KY,Taylor County,37.37,-85.2
42759,PO BOX,Marrowbone,NA,KY,Cumberland County,36.81,-85.5
42762,STANDARD,Millwood,NA,KY,Grayson County,37.46,-86.39
42764,STANDARD,Mount Sherman,NA,KY,Green County,37.43,-85.62
42765,STANDARD,Munfordville,Rowletts,KY,Hart County,37.28,-85.89
42776,STANDARD,Sonora,NA,KY,Hardin County,37.52,-85.89
42782,STANDARD,Summersville,NA,KY,Green County,37.34,-85.64
42784,STANDARD,Upton,NA,KY,Hardin County,37.46,-85.89
42788,STANDARD,White Mills,NA,KY,Hardin County,37.55,-86.03
43001,STANDARD,Alexandria,NA,OH,Licking County,40.08,-82.61
43002,PO BOX,Amlin,NA,OH,Franklin County,40.07,-83.18
43003,STANDARD,Ashley,NA,OH,Delaware County,40.4,-82.95
43004,STANDARD,Blacklick,NA,OH,Franklin County,40.02,-82.8
43005,PO BOX,Bladensburg,NA,OH,Knox County,40.29,-82.28
43006,STANDARD,Brinkhaven,NA,OH,Holmes County,40.47,-82.19
43007,PO BOX,Broadway,NA,OH,Union County,40.33,-83.38
43008,PO BOX,Buckeye Lake,NA,OH,Licking County,39.93,-82.47
43009,STANDARD,Cable,NA,OH,Champaign County,40.17,-83.64
43010,PO BOX,Catawba,NA,OH,Clark County,40,-83.62
43011,STANDARD,Centerburg,NA,OH,Knox County,40.3,-82.69
43013,STANDARD,Croton,NA,OH,Licking County,40.23,-82.7
43014,STANDARD,Danville,NA,OH,Knox County,40.44,-82.26
43015,STANDARD,Delaware,NA,OH,Delaware County,40.29,-83.08
43016,STANDARD,Dublin,NA,OH,Franklin County,40.1,-83.15
43017,STANDARD,Dublin,NA,OH,Franklin County,40.11,-83.13
43018,PO BOX,Etna,NA,OH,Licking County,39.95,-82.68
43019,STANDARD,Fredericktown,NA,OH,Knox County,40.47,-82.54
43021,STANDARD,Galena,NA,OH,Delaware County,40.22,-82.88
43022,STANDARD,Gambier,NA,OH,Knox County,40.37,-82.39
43023,STANDARD,Granville,NA,OH,Licking County,40.07,-82.5
43025,STANDARD,Hebron,NA,OH,Licking County,39.96,-82.49
43026,STANDARD,Hilliard,NA,OH,Franklin County,40.03,-83.14
43027,PO BOX,Homer,NA,OH,Licking County,40.22,-82.51
43028,STANDARD,Howard,NA,OH,Knox County,40.38,-82.27
43029,STANDARD,Irwin,NA,OH,Madison County,40.1,-83.44
43030,PO BOX,Jacksontown,NA,OH,Licking County,39.96,-82.42
43031,STANDARD,Johnstown,NA,OH,Licking County,40.15,-82.68
43032,PO BOX,Kilbourne,NA,OH,Delaware County,40.33,-82.96
43033,PO BOX,Kirkersville,NA,OH,Licking County,39.96,-82.6
43035,STANDARD,Lewis Center,NA,OH,Delaware County,40.18,-82.99
43036,PO BOX,Magnetic Springs,Magnetic Spgs,OH,Union County,40.35,-83.26
43037,STANDARD,Martinsburg,NA,OH,Knox County,40.28,-82.32
43040,STANDARD,Marysville,NA,OH,Union County,40.23,-83.37
43041,UNIQUE,Marysville,NA,OH,Union County,40.23,-83.37
43044,STANDARD,Mechanicsburg,NA,OH,Champaign County,40.07,-83.55
43045,STANDARD,Milford Center,Milford Ctr,OH,Union County,40.17,-83.43
43046,STANDARD,Millersport,Etna,OH,Fairfield County,39.89,-82.54
43047,PO BOX,Mingo,NA,OH,Champaign County,40.18,-83.63
43048,PO BOX,Mount Liberty,NA,OH,Knox County,40.35,-82.62
43050,STANDARD,Mount Vernon,NA,OH,Knox County,40.39,-82.47
43054,STANDARD,New Albany,NA,OH,Franklin County,40.07,-82.8
43055,STANDARD,Newark,Hanover,OH,Licking County,40.06,-82.42
43056,STANDARD,Heath,Newark,OH,Licking County,40.02,-82.43
43058,PO BOX,Newark,NA,OH,Licking County,40.06,-82.42
43060,STANDARD,North Lewisburg,N Lewisburg,OH,Champaign County,40.22,-83.55
43061,STANDARD,Ostrander,NA,OH,Delaware County,40.26,-83.21
43062,STANDARD,Pataskala,Etna,OH,Licking County,40,-82.67
43064,STANDARD,Plain City,NA,OH,Madison County,40.1,-83.27
43065,STANDARD,Powell,Shawnee Hills,OH,Delaware County,40.16,-83.06
43066,STANDARD,Radnor,NA,OH,Delaware County,40.39,-83.18
43067,STANDARD,Raymond,NA,OH,Union County,40.34,-83.47
43068,STANDARD,Reynoldsburg,Etna,OH,Franklin County,39.95,-82.79
43069,UNIQUE,Reynoldsburg,NA,OH,Franklin County,39.95,-82.81
43070,PO BOX,Rosewood,NA,OH,Champaign County,40.22,-83.96
43071,STANDARD,Saint Louisville,"Saint Louisvl, St Louisville",OH,Licking County,40.17,-82.41
43072,STANDARD,Saint Paris,NA,OH,Champaign County,40.12,-83.95
43073,PO BOX,Summit Station,Summit Sta,OH,Licking County,40,-82.75
43074,STANDARD,Sunbury,NA,OH,Delaware County,40.24,-82.86
43076,STANDARD,Thornville,NA,OH,Perry County,39.89,-82.41
43077,PO BOX,Unionville Center,Unionvlle Ctr,OH,Union County,40.14,-83.34
43078,STANDARD,Urbana,NA,OH,Champaign County,40.1,-83.75
43080,STANDARD,Utica,Etna,OH,Licking County,40.23,-82.44
43081,STANDARD,Westerville,NA,OH,Franklin County,40.12,-82.91
43082,STANDARD,Westerville,NA,OH,Delaware County,40.15,-82.88
43083,PO BOX,Westville,NA,OH,Champaign County,40.08,-83.86
43084,STANDARD,Woodstock,NA,OH,Champaign County,40.17,-83.52
