County,State,variable,estimate,Sex,Age,HI_Coverage
Lawrence, Indiana,B27001_008,224,Male,6 to 18 years,No
Lawrence, Indiana,B27001_010,1555,Male,19 to 25 years,Yes
Lawrence, Indiana,B27001_011,253,Male,19 to 25 years,No
Lawrence, Indiana,B27001_013,1904,Male,26 to 34 years,Yes
Lawrence, Indiana,B27001_014,392,Male,26 to 34 years,No
Lawrence, Indiana,B27001_016,2244,Male,35 to 44 years,Yes
Lawrence, Indiana,B27001_017,421,Male,35 to 44 years,No
Lawrence, Indiana,B27001_019,2794,Male,45 to 54 years,Yes
Lawrence, Indiana,B27001_020,337,Male,45 to 54 years,No
Lawrence, Indiana,B27001_022,2830,Male,55 to 64 years,Yes
Lawrence, Indiana,B27001_023,293,Male,55 to 64 years,No
Lawrence, Indiana,B27001_025,2379,Male,65 to 74 years,Yes
Lawrence, Indiana,B27001_026,0,Male,65 to 74 years,No
Lawrence, Indiana,B27001_028,1345,Male,75 years and over,Yes
Lawrence, Indiana,B27001_029,0,Male,75 years and over,No
Lawrence, Indiana,B27001_032,1392,Female,Under 6 years,Yes
Lawrence, Indiana,B27001_033,146,Female,Under 6 years,No
Lawrence, Indiana,B27001_035,3306,Female,6 to 18 years,Yes
Lawrence, Indiana,B27001_036,228,Female,6 to 18 years,No
Lawrence, Indiana,B27001_038,1354,Female,19 to 25 years,Yes
Lawrence, Indiana,B27001_039,137,Female,19 to 25 years,No
Lawrence, Indiana,B27001_041,2043,Female,26 to 34 years,Yes
Lawrence, Indiana,B27001_042,345,Female,26 to 34 years,No
Lawrence, Indiana,B27001_044,2340,Female,35 to 44 years,Yes
Lawrence, Indiana,B27001_045,382,Female,35 to 44 years,No
Lawrence, Indiana,B27001_047,2819,Female,45 to 54 years,Yes
Lawrence, Indiana,B27001_048,364,Female,45 to 54 years,No
Lawrence, Indiana,B27001_050,3063,Female,55 to 64 years,Yes
Lawrence, Indiana,B27001_051,199,Female,55 to 64 years,No
Lawrence, Indiana,B27001_053,2570,Female,65 to 74 years,Yes
Lawrence, Indiana,B27001_054,0,Female,65 to 74 years,No
Lawrence, Indiana,B27001_056,2042,Female,75 years and over,Yes
Lawrence, Indiana,B27001_057,46,Female,75 years and over,No
Madison, Indiana,B27001_004,4366,Male,Under 6 years,Yes
Madison, Indiana,B27001_005,229,Male,Under 6 years,No
Madison, Indiana,B27001_007,10215,Male,6 to 18 years,Yes
Madison, Indiana,B27001_008,510,Male,6 to 18 years,No
Madison, Indiana,B27001_010,4293,Male,19 to 25 years,Yes
Madison, Indiana,B27001_011,952,Male,19 to 25 years,No
Madison, Indiana,B27001_013,5294,Male,26 to 34 years,Yes
Madison, Indiana,B27001_014,1416,Male,26 to 34 years,No
Madison, Indiana,B27001_016,6206,Male,35 to 44 years,Yes
Madison, Indiana,B27001_017,1239,Male,35 to 44 years,No
Madison, Indiana,B27001_019,7223,Male,45 to 54 years,Yes
Madison, Indiana,B27001_020,1064,Male,45 to 54 years,No
Madison, Indiana,B27001_022,7337,Male,55 to 64 years,Yes
Madison, Indiana,B27001_023,656,Male,55 to 64 years,No
Madison, Indiana,B27001_025,5836,Male,65 to 74 years,Yes
Madison, Indiana,B27001_026,0,Male,65 to 74 years,No
Madison, Indiana,B27001_028,3822,Male,75 years and over,Yes
Madison, Indiana,B27001_029,0,Male,75 years and over,No
Madison, Indiana,B27001_032,4323,Female,Under 6 years,Yes
Madison, Indiana,B27001_033,177,Female,Under 6 years,No
Madison, Indiana,B27001_035,9495,Female,6 to 18 years,Yes
Madison, Indiana,B27001_036,456,Female,6 to 18 years,No
Madison, Indiana,B27001_038,4609,Female,19 to 25 years,Yes
Madison, Indiana,B27001_039,767,Female,19 to 25 years,No
Madison, Indiana,B27001_041,5609,Female,26 to 34 years,Yes
Madison, Indiana,B27001_042,1314,Female,26 to 34 years,No
Madison, Indiana,B27001_044,6911,Female,35 to 44 years,Yes
Madison, Indiana,B27001_045,722,Female,35 to 44 years,No
Madison, Indiana,B27001_047,7709,Female,45 to 54 years,Yes
Madison, Indiana,B27001_048,881,Female,45 to 54 years,No
Madison, Indiana,B27001_050,8217,Female,55 to 64 years,Yes
Madison, Indiana,B27001_051,582,Female,55 to 64 years,No
Madison, Indiana,B27001_053,6942,Female,65 to 74 years,Yes
Madison, Indiana,B27001_054,5,Female,65 to 74 years,No
Madison, Indiana,B27001_056,5445,Female,75 years and over,Yes
Madison, Indiana,B27001_057,10,Female,75 years and over,No
Marion, Indiana,B27001_004,40116,Male,Under 6 years,Yes
Marion, Indiana,B27001_005,2358,Male,Under 6 years,No
Marion, Indiana,B27001_007,76789,Male,6 to 18 years,Yes
Marion, Indiana,B27001_008,5620,Male,6 to 18 years,No
Marion, Indiana,B27001_010,37338,Male,19 to 25 years,Yes
Marion, Indiana,B27001_011,9026,Male,19 to 25 years,No
Marion, Indiana,B27001_013,50376,Male,26 to 34 years,Yes
Marion, Indiana,B27001_014,14635,Male,26 to 34 years,No
Marion, Indiana,B27001_016,45680,Male,35 to 44 years,Yes
Marion, Indiana,B27001_017,12867,Male,35 to 44 years,No
Marion, Indiana,B27001_019,46900,Male,45 to 54 years,Yes
Marion, Indiana,B27001_020,8760,Male,45 to 54 years,No
Marion, Indiana,B27001_022,47252,Male,55 to 64 years,Yes
Marion, Indiana,B27001_023,5359,Male,55 to 64 years,No
Marion, Indiana,B27001_025,28726,Male,65 to 74 years,Yes
Marion, Indiana,B27001_026,411,Male,65 to 74 years,No
Marion, Indiana,B27001_028,16893,Male,75 years and over,Yes
Marion, Indiana,B27001_029,32,Male,75 years and over,No
Marion, Indiana,B27001_032,37681,Female,Under 6 years,Yes
Marion, Indiana,B27001_033,2150,Female,Under 6 years,No
Marion, Indiana,B27001_035,75110,Female,6 to 18 years,Yes
Marion, Indiana,B27001_036,5301,Female,6 to 18 years,No
Marion, Indiana,B27001_038,41107,Female,19 to 25 years,Yes
Marion, Indiana,B27001_039,7285,Female,19 to 25 years,No
Marion, Indiana,B27001_041,60775,Female,26 to 34 years,Yes
Marion, Indiana,B27001_042,11321,Female,26 to 34 years,No
Marion, Indiana,B27001_044,53314,Female,35 to 44 years,Yes
Marion, Indiana,B27001_045,8512,Female,35 to 44 years,No
Marion, Indiana,B27001_047,52678,Female,45 to 54 years,Yes
Marion, Indiana,B27001_048,7118,Female,45 to 54 years,No
Marion, Indiana,B27001_050,54993,Female,55 to 64 years,Yes
Marion, Indiana,B27001_051,4471,Female,55 to 64 years,No
Marion, Indiana,B27001_053,35519,Female,65 to 74 years,Yes
Marion, Indiana,B27001_054,350,Female,65 to 74 years,No
Marion, Indiana,B27001_056,27584,Female,75 years and over,Yes
Marion, Indiana,B27001_057,69,Female,75 years and over,No
Marshall, Indiana,B27001_004,1631,Male,Under 6 years,Yes
Marshall, Indiana,B27001_005,311,Male,Under 6 years,No
Marshall, Indiana,B27001_007,3973,Male,6 to 18 years,Yes
Marshall, Indiana,B27001_008,595,Male,6 to 18 years,No
Marshall, Indiana,B27001_010,1600,Male,19 to 25 years,Yes
Marshall, Indiana,B27001_011,302,Male,19 to 25 years,No
Marshall, Indiana,B27001_013,1735,Male,26 to 34 years,Yes
Marshall, Indiana,B27001_014,506,Male,26 to 34 years,No
Marshall, Indiana,B27001_016,2167,Male,35 to 44 years,Yes
Marshall, Indiana,B27001_017,534,Male,35 to 44 years,No
Marshall, Indiana,B27001_019,2747,Male,45 to 54 years,Yes
Marshall, Indiana,B27001_020,348,Male,45 to 54 years,No
Marshall, Indiana,B27001_022,2761,Male,55 to 64 years,Yes
Marshall, Indiana,B27001_023,308,Male,55 to 64 years,No
Marshall, Indiana,B27001_025,2117,Male,65 to 74 years,Yes
Marshall, Indiana,B27001_026,12,Male,65 to 74 years,No
Marshall, Indiana,B27001_028,1360,Male,75 years and over,Yes
Marshall, Indiana,B27001_029,0,Male,75 years and over,No
Marshall, Indiana,B27001_032,1141,Female,Under 6 years,Yes
Marshall, Indiana,B27001_033,383,Female,Under 6 years,No
Marshall, Indiana,B27001_035,3824,Female,6 to 18 years,Yes
Marshall, Indiana,B27001_036,528,Female,6 to 18 years,No
Marshall, Indiana,B27001_038,1430,Female,19 to 25 years,Yes
Marshall, Indiana,B27001_039,508,Female,19 to 25 years,No
Marshall, Indiana,B27001_041,1717,Female,26 to 34 years,Yes
Marshall, Indiana,B27001_042,452,Female,26 to 34 years,No
Marshall, Indiana,B27001_044,2316,Female,35 to 44 years,Yes
Marshall, Indiana,B27001_045,435,Female,35 to 44 years,No
Marshall, Indiana,B27001_047,2729,Female,45 to 54 years,Yes
Marshall, Indiana,B27001_048,330,Female,45 to 54 years,No
Marshall, Indiana,B27001_050,2774,Female,55 to 64 years,Yes
Marshall, Indiana,B27001_051,390,Female,55 to 64 years,No
Marshall, Indiana,B27001_053,2180,Female,65 to 74 years,Yes
Marshall, Indiana,B27001_054,24,Female,65 to 74 years,No
Marshall, Indiana,B27001_056,1915,Female,75 years and over,Yes
Marshall, Indiana,B27001_057,17,Female,75 years and over,No
Martin, Indiana,B27001_004,305,Male,Under 6 years,Yes
Martin, Indiana,B27001_005,64,Male,Under 6 years,No
Martin, Indiana,B27001_007,766,Male,6 to 18 years,Yes
Martin, Indiana,B27001_008,68,Male,6 to 18 years,No
Martin, Indiana,B27001_010,308,Male,19 to 25 years,Yes
Martin, Indiana,B27001_011,25,Male,19 to 25 years,No
Martin, Indiana,B27001_013,464,Male,26 to 34 years,Yes
Martin, Indiana,B27001_014,64,Male,26 to 34 years,No
Martin, Indiana,B27001_016,502,Male,35 to 44 years,Yes
Martin, Indiana,B27001_017,108,Male,35 to 44 years,No
Martin, Indiana,B27001_019,619,Male,45 to 54 years,Yes
Martin, Indiana,B27001_020,60,Male,45 to 54 years,No
Martin, Indiana,B27001_022,727,Male,55 to 64 years,Yes
Martin, Indiana,B27001_023,50,Male,55 to 64 years,No
Martin, Indiana,B27001_025,502,Male,65 to 74 years,Yes
Martin, Indiana,B27001_026,15,Male,65 to 74 years,No
Martin, Indiana,B27001_028,338,Male,75 years and over,Yes
Martin, Indiana,B27001_029,0,Male,75 years and over,No
Martin, Indiana,B27001_032,292,Female,Under 6 years,Yes
Martin, Indiana,B27001_033,30,Female,Under 6 years,No
Martin, Indiana,B27001_035,761,Female,6 to 18 years,Yes
Martin, Indiana,B27001_036,59,Female,6 to 18 years,No
Martin, Indiana,B27001_038,294,Female,19 to 25 years,Yes
Martin, Indiana,B27001_039,94,Female,19 to 25 years,No
Martin, Indiana,B27001_041,403,Female,26 to 34 years,Yes
Martin, Indiana,B27001_042,15,Female,26 to 34 years,No
Martin, Indiana,B27001_044,474,Female,35 to 44 years,Yes
Martin, Indiana,B27001_045,85,Female,35 to 44 years,No
Martin, Indiana,B27001_047,625,Female,45 to 54 years,Yes
Martin, Indiana,B27001_048,46,Female,45 to 54 years,No
Martin, Indiana,B27001_050,627,Female,55 to 64 years,Yes
Martin, Indiana,B27001_051,128,Female,55 to 64 years,No
Martin, Indiana,B27001_053,574,Female,65 to 74 years,Yes
Martin, Indiana,B27001_054,0,Female,65 to 74 years,No
Martin, Indiana,B27001_056,432,Female,75 years and over,Yes
Martin, Indiana,B27001_057,0,Female,75 years and over,No
Miami, Indiana,B27001_004,1192,Male,Under 6 years,Yes
Miami, Indiana,B27001_005,61,Male,Under 6 years,No
Miami, Indiana,B27001_007,2759,Male,6 to 18 years,Yes
Miami, Indiana,B27001_008,141,Male,6 to 18 years,No
Miami, Indiana,B27001_010,938,Male,19 to 25 years,Yes
Miami, Indiana,B27001_011,447,Male,19 to 25 years,No
Miami, Indiana,B27001_013,1372,Male,26 to 34 years,Yes
Miami, Indiana,B27001_014,596,Male,26 to 34 years,No
Miami, Indiana,B27001_016,1721,Male,35 to 44 years,Yes
Miami, Indiana,B27001_017,348,Male,35 to 44 years,No
Miami, Indiana,B27001_019,2051,Male,45 to 54 years,Yes
Miami, Indiana,B27001_020,321,Male,45 to 54 years,No
Miami, Indiana,B27001_022,2224,Male,55 to 64 years,Yes
Miami, Indiana,B27001_023,123,Male,55 to 64 years,No
Miami, Indiana,B27001_025,1677,Male,65 to 74 years,Yes
Miami, Indiana,B27001_026,24,Male,65 to 74 years,No
Miami, Indiana,B27001_028,1003,Male,75 years and over,Yes
Miami, Indiana,B27001_029,0,Male,75 years and over,No
Miami, Indiana,B27001_032,1047,Female,Under 6 years,Yes
Miami, Indiana,B27001_033,78,Female,Under 6 years,No
Miami, Indiana,B27001_035,2741,Female,6 to 18 years,Yes
Miami, Indiana,B27001_036,83,Female,6 to 18 years,No
Miami, Indiana,B27001_038,1232,Female,19 to 25 years,Yes
Miami, Indiana,B27001_039,186,Female,19 to 25 years,No
Miami, Indiana,B27001_041,1543,Female,26 to 34 years,Yes
Miami, Indiana,B27001_042,144,Female,26 to 34 years,No
Miami, Indiana,B27001_044,1778,Female,35 to 44 years,Yes
Miami, Indiana,B27001_045,207,Female,35 to 44 years,No
Miami, Indiana,B27001_047,1928,Female,45 to 54 years,Yes
Miami, Indiana,B27001_048,260,Female,45 to 54 years,No
Miami, Indiana,B27001_050,2108,Female,55 to 64 years,Yes
Miami, Indiana,B27001_051,181,Female,55 to 64 years,No
Miami, Indiana,B27001_053,1768,Female,65 to 74 years,Yes
Miami, Indiana,B27001_054,0,Female,65 to 74 years,No
Miami, Indiana,B27001_056,1402,Female,75 years and over,Yes
Miami, Indiana,B27001_057,12,Female,75 years and over,No
Monroe, Indiana,B27001_004,4016,Male,Under 6 years,Yes
Monroe, Indiana,B27001_005,41,Male,Under 6 years,No
Monroe, Indiana,B27001_007,9777,Male,6 to 18 years,Yes
Monroe, Indiana,B27001_008,504,Male,6 to 18 years,No
Monroe, Indiana,B27001_010,17251,Male,19 to 25 years,Yes
Monroe, Indiana,B27001_011,1611,Male,19 to 25 years,No
Monroe, Indiana,B27001_013,7905,Male,26 to 34 years,Yes
Monroe, Indiana,B27001_014,1420,Male,26 to 34 years,No
Monroe, Indiana,B27001_016,6871,Male,35 to 44 years,Yes
Monroe, Indiana,B27001_017,668,Male,35 to 44 years,No
Monroe, Indiana,B27001_019,6360,Male,45 to 54 years,Yes
Monroe, Indiana,B27001_020,654,Male,45 to 54 years,No
Monroe, Indiana,B27001_022,6635,Male,55 to 64 years,Yes
Monroe, Indiana,B27001_023,505,Male,55 to 64 years,No
Monroe, Indiana,B27001_025,4645,Male,65 to 74 years,Yes
Monroe, Indiana,B27001_026,113,Male,65 to 74 years,No
Monroe, Indiana,B27001_028,2879,Male,75 years and over,Yes
Monroe, Indiana,B27001_029,1,Male,75 years and over,No
Monroe, Indiana,B27001_032,3593,Female,Under 6 years,Yes
Monroe, Indiana,B27001_033,129,Female,Under 6 years,No
Monroe, Indiana,B27001_035,9294,Female,6 to 18 years,Yes
Monroe, Indiana,B27001_036,852,Female,6 to 18 years,No
Monroe, Indiana,B27001_038,16022,Female,19 to 25 years,Yes
Monroe, Indiana,B27001_039,1916,Female,19 to 25 years,No
Monroe, Indiana,B27001_041,7699,Female,26 to 34 years,Yes
Monroe, Indiana,B27001_042,934,Female,26 to 34 years,No
Monroe, Indiana,B27001_044,6559,Female,35 to 44 years,Yes
Monroe, Indiana,B27001_045,909,Female,35 to 44 years,No
Monroe, Indiana,B27001_047,6789,Female,45 to 54 years,Yes
Monroe, Indiana,B27001_048,434,Female,45 to 54 years,No
Monroe, Indiana,B27001_050,7419,Female,55 to 64 years,Yes
Monroe, Indiana,B27001_051,372,Female,55 to 64 years,No
Monroe, Indiana,B27001_053,5436,Female,65 to 74 years,Yes
Monroe, Indiana,B27001_054,64,Female,65 to 74 years,No
Monroe, Indiana,B27001_056,4070,Female,75 years and over,Yes
Monroe, Indiana,B27001_057,15,Female,75 years and over,No
Montgomery, Indiana,B27001_004,1272,Male,Under 6 years,Yes
Montgomery, Indiana,B27001_005,178,Male,Under 6 years,No
Montgomery, Indiana,B27001_007,3211,Male,6 to 18 years,Yes
Montgomery, Indiana,B27001_008,192,Male,6 to 18 years,No
Montgomery, Indiana,B27001_010,1589,Male,19 to 25 years,Yes
Montgomery, Indiana,B27001_011,389,Male,19 to 25 years,No
Montgomery, Indiana,B27001_013,1584,Male,26 to 34 years,Yes
Montgomery, Indiana,B27001_014,340,Male,26 to 34 years,No
Montgomery, Indiana,B27001_016,1933,Male,35 to 44 years,Yes
Montgomery, Indiana,B27001_017,332,Male,35 to 44 years,No
Montgomery, Indiana,B27001_019,2366,Male,45 to 54 years,Yes
Montgomery, Indiana,B27001_020,260,Male,45 to 54 years,No
Montgomery, Indiana,B27001_022,2419,Male,55 to 64 years,Yes
Montgomery, Indiana,B27001_023,230,Male,55 to 64 years,No
Montgomery, Indiana,B27001_025,1667,Male,65 to 74 years,Yes
Montgomery, Indiana,B27001_026,6,Male,65 to 74 years,No
Montgomery, Indiana,B27001_028,1179,Male,75 years and over,Yes
Montgomery, Indiana,B27001_029,14,Male,75 years and over,No
Montgomery, Indiana,B27001_032,1382,Female,Under 6 years,Yes
Montgomery, Indiana,B27001_033,44,Female,Under 6 years,No
Montgomery, Indiana,B27001_035,2780,Female,6 to 18 years,Yes
Montgomery, Indiana,B27001_036,192,Female,6 to 18 years,No
Montgomery, Indiana,B27001_038,1330,Female,19 to 25 years,Yes
Montgomery, Indiana,B27001_039,213,Female,19 to 25 years,No
Montgomery, Indiana,B27001_041,1416,Female,26 to 34 years,Yes
Montgomery, Indiana,B27001_042,390,Female,26 to 34 years,No
Montgomery, Indiana,B27001_044,1839,Female,35 to 44 years,Yes
Montgomery, Indiana,B27001_045,261,Female,35 to 44 years,No
Montgomery, Indiana,B27001_047,2221,Female,45 to 54 years,Yes
Montgomery, Indiana,B27001_048,309,Female,45 to 54 years,No
Montgomery, Indiana,B27001_050,2433,Female,55 to 64 years,Yes
Montgomery, Indiana,B27001_051,213,Female,55 to 64 years,No
Montgomery, Indiana,B27001_053,1945,Female,65 to 74 years,Yes
Montgomery, Indiana,B27001_054,8,Female,65 to 74 years,No
Montgomery, Indiana,B27001_056,1571,Female,75 years and over,Yes
Montgomery, Indiana,B27001_057,2,Female,75 years and over,No
Morgan, Indiana,B27001_004,2208,Male,Under 6 years,Yes
Morgan, Indiana,B27001_005,145,Male,Under 6 years,No
Morgan, Indiana,B27001_007,6086,Male,6 to 18 years,Yes
Morgan, Indiana,B27001_008,326,Male,6 to 18 years,No
Morgan, Indiana,B27001_010,2482,Male,19 to 25 years,Yes
Morgan, Indiana,B27001_011,367,Male,19 to 25 years,No
Morgan, Indiana,B27001_013,2795,Male,26 to 34 years,Yes
Morgan, Indiana,B27001_014,476,Male,26 to 34 years,No
Morgan, Indiana,B27001_016,3429,Male,35 to 44 years,Yes
Morgan, Indiana,B27001_017,452,Male,35 to 44 years,No
Morgan, Indiana,B27001_019,4457,Male,45 to 54 years,Yes
Morgan, Indiana,B27001_020,608,Male,45 to 54 years,No
Morgan, Indiana,B27001_022,4770,Male,55 to 64 years,Yes
Morgan, Indiana,B27001_023,372,Male,55 to 64 years,No
Morgan, Indiana,B27001_025,3278,Male,65 to 74 years,Yes
Morgan, Indiana,B27001_026,0,Male,65 to 74 years,No
Morgan, Indiana,B27001_028,1715,Male,75 years and over,Yes
Morgan, Indiana,B27001_029,14,Male,75 years and over,No
Morgan, Indiana,B27001_032,2323,Female,Under 6 years,Yes
Morgan, Indiana,B27001_033,102,Female,Under 6 years,No
Morgan, Indiana,B27001_035,5343,Female,6 to 18 years,Yes
Morgan, Indiana,B27001_036,527,Female,6 to 18 years,No
Morgan, Indiana,B27001_038,2192,Female,19 to 25 years,Yes
Morgan, Indiana,B27001_039,457,Female,19 to 25 years,No
Morgan, Indiana,B27001_041,3011,Female,26 to 34 years,Yes
Morgan, Indiana,B27001_042,531,Female,26 to 34 years,No
Morgan, Indiana,B27001_044,3858,Female,35 to 44 years,Yes
Morgan, Indiana,B27001_045,321,Female,35 to 44 years,No
Morgan, Indiana,B27001_047,4806,Female,45 to 54 years,Yes
Morgan, Indiana,B27001_048,572,Female,45 to 54 years,No
Morgan, Indiana,B27001_050,4840,Female,55 to 64 years,Yes
Morgan, Indiana,B27001_051,304,Female,55 to 64 years,No
Morgan, Indiana,B27001_053,3479,Female,65 to 74 years,Yes
Morgan, Indiana,B27001_054,0,Female,65 to 74 years,No
Morgan, Indiana,B27001_056,2172,Female,75 years and over,Yes
Morgan, Indiana,B27001_057,0,Female,75 years and over,No
Newton, Indiana,B27001_004,370,Male,Under 6 years,Yes
Newton, Indiana,B27001_005,16,Male,Under 6 years,No
Newton, Indiana,B27001_007,1098,Male,6 to 18 years,Yes
Newton, Indiana,B27001_008,105,Male,6 to 18 years,No
Newton, Indiana,B27001_010,376,Male,19 to 25 years,Yes
Newton, Indiana,B27001_011,73,Male,19 to 25 years,No
Newton, Indiana,B27001_013,656,Male,26 to 34 years,Yes
Newton, Indiana,B27001_014,111,Male,26 to 34 years,No
Newton, Indiana,B27001_016,773,Male,35 to 44 years,Yes
Newton, Indiana,B27001_017,123,Male,35 to 44 years,No
Newton, Indiana,B27001_019,885,Male,45 to 54 years,Yes
Newton, Indiana,B27001_020,78,Male,45 to 54 years,No
Newton, Indiana,B27001_022,1045,Male,55 to 64 years,Yes
Newton, Indiana,B27001_023,54,Male,55 to 64 years,No
Newton, Indiana,B27001_025,701,Male,65 to 74 years,Yes
Newton, Indiana,B27001_026,0,Male,65 to 74 years,No
Newton, Indiana,B27001_028,459,Male,75 years and over,Yes
Newton, Indiana,B27001_029,0,Male,75 years and over,No
Newton, Indiana,B27001_032,474,Female,Under 6 years,Yes
Newton, Indiana,B27001_033,2,Female,Under 6 years,No
Newton, Indiana,B27001_035,1042,Female,6 to 18 years,Yes
Newton, Indiana,B27001_036,113,Female,6 to 18 years,No
Newton, Indiana,B27001_038,481,Female,19 to 25 years,Yes
Newton, Indiana,B27001_039,40,Female,19 to 25 years,No
Newton, Indiana,B27001_041,569,Female,26 to 34 years,Yes
Newton, Indiana,B27001_042,151,Female,26 to 34 years,No
Newton, Indiana,B27001_044,674,Female,35 to 44 years,Yes
Newton, Indiana,B27001_045,117,Female,35 to 44 years,No
Newton, Indiana,B27001_047,859,Female,45 to 54 years,Yes
Newton, Indiana,B27001_048,48,Female,45 to 54 years,No
Newton, Indiana,B27001_050,852,Female,55 to 64 years,Yes
Newton, Indiana,B27001_051,175,Female,55 to 64 years,No
Newton, Indiana,B27001_053,733,Female,65 to 74 years,Yes
Newton, Indiana,B27001_054,0,Female,65 to 74 years,No
Newton, Indiana,B27001_056,546,Female,75 years and over,Yes
Newton, Indiana,B27001_057,0,Female,75 years and over,No
Noble, Indiana,B27001_004,1758,Male,Under 6 years,Yes
Noble, Indiana,B27001_005,229,Male,Under 6 years,No
Noble, Indiana,B27001_007,4188,Male,6 to 18 years,Yes
Noble, Indiana,B27001_008,352,Male,6 to 18 years,No
Noble, Indiana,B27001_010,1724,Male,19 to 25 years,Yes
Noble, Indiana,B27001_011,211,Male,19 to 25 years,No
Noble, Indiana,B27001_013,2130,Male,26 to 34 years,Yes
Noble, Indiana,B27001_014,433,Male,26 to 34 years,No
Noble, Indiana,B27001_016,2582,Male,35 to 44 years,Yes
Noble, Indiana,B27001_017,247,Male,35 to 44 years,No
Noble, Indiana,B27001_019,2962,Male,45 to 54 years,Yes
Noble, Indiana,B27001_020,225,Male,45 to 54 years,No
Noble, Indiana,B27001_022,2983,Male,55 to 64 years,Yes
Noble, Indiana,B27001_023,254,Male,55 to 64 years,No
Noble, Indiana,B27001_025,2063,Male,65 to 74 years,Yes
Noble, Indiana,B27001_026,68,Male,65 to 74 years,No
Noble, Indiana,B27001_028,1051,Male,75 years and over,Yes
Noble, Indiana,B27001_029,0,Male,75 years and over,No
Noble, Indiana,B27001_032,1656,Female,Under 6 years,Yes
Noble, Indiana,B27001_033,109,Female,Under 6 years,No
Noble, Indiana,B27001_035,4134,Female,6 to 18 years,Yes
Noble, Indiana,B27001_036,222,Female,6 to 18 years,No
Noble, Indiana,B27001_038,1623,Female,19 to 25 years,Yes
Noble, Indiana,B27001_039,364,Female,19 to 25 years,No
Noble, Indiana,B27001_041,2046,Female,26 to 34 years,Yes
Noble, Indiana,B27001_042,250,Female,26 to 34 years,No
Noble, Indiana,B27001_044,2691,Female,35 to 44 years,Yes
Noble, Indiana,B27001_045,219,Female,35 to 44 years,No
Noble, Indiana,B27001_047,2830,Female,45 to 54 years,Yes
Noble, Indiana,B27001_048,281,Female,45 to 54 years,No
Noble, Indiana,B27001_050,2991,Female,55 to 64 years,Yes
Noble, Indiana,B27001_051,274,Female,55 to 64 years,No
Noble, Indiana,B27001_053,2123,Female,65 to 74 years,Yes
Noble, Indiana,B27001_054,14,Female,65 to 74 years,No
Noble, Indiana,B27001_056,1389,Female,75 years and over,Yes
Noble, Indiana,B27001_057,4,Female,75 years and over,No
Ohio, Indiana,B27001_004,195,Male,Under 6 years,Yes
Ohio, Indiana,B27001_005,0,Male,Under 6 years,No
Ohio, Indiana,B27001_007,398,Male,6 to 18 years,Yes
Ohio, Indiana,B27001_008,15,Male,6 to 18 years,No
Ohio, Indiana,B27001_010,147,Male,19 to 25 years,Yes
Ohio, Indiana,B27001_011,10,Male,19 to 25 years,No
Ohio, Indiana,B27001_013,275,Male,26 to 34 years,Yes
Ohio, Indiana,B27001_014,33,Male,26 to 34 years,No
Ohio, Indiana,B27001_016,302,Male,35 to 44 years,Yes
Ohio, Indiana,B27001_017,31,Male,35 to 44 years,No
Ohio, Indiana,B27001_019,418,Male,45 to 54 years,Yes
Ohio, Indiana,B27001_020,39,Male,45 to 54 years,No
Ohio, Indiana,B27001_022,454,Male,55 to 64 years,Yes
Ohio, Indiana,B27001_023,47,Male,55 to 64 years,No
Ohio, Indiana,B27001_025,333,Male,65 to 74 years,Yes
Ohio, Indiana,B27001_026,0,Male,65 to 74 years,No
Ohio, Indiana,B27001_028,194,Male,75 years and over,Yes
Ohio, Indiana,B27001_029,0,Male,75 years and over,No
Ohio, Indiana,B27001_032,173,Female,Under 6 years,Yes
Ohio, Indiana,B27001_033,4,Female,Under 6 years,No
Ohio, Indiana,B27001_035,377,Female,6 to 18 years,Yes
Ohio, Indiana,B27001_036,25,Female,6 to 18 years,No
Ohio, Indiana,B27001_038,167,Female,19 to 25 years,Yes
Ohio, Indiana,B27001_039,29,Female,19 to 25 years,No
Ohio, Indiana,B27001_041,245,Female,26 to 34 years,Yes
Ohio, Indiana,B27001_042,35,Female,26 to 34 years,No
Ohio, Indiana,B27001_044,318,Female,35 to 44 years,Yes
Ohio, Indiana,B27001_045,16,Female,35 to 44 years,No
Ohio, Indiana,B27001_047,412,Female,45 to 54 years,Yes
Ohio, Indiana,B27001_048,12,Female,45 to 54 years,No
Ohio, Indiana,B27001_050,459,Female,55 to 64 years,Yes
Ohio, Indiana,B27001_051,40,Female,55 to 64 years,No
Ohio, Indiana,B27001_053,374,Female,65 to 74 years,Yes
Ohio, Indiana,B27001_054,0,Female,65 to 74 years,No
Ohio, Indiana,B27001_056,257,Female,75 years and over,Yes
Ohio, Indiana,B27001_057,0,Female,75 years and over,No
Orange, Indiana,B27001_004,640,Male,Under 6 years,Yes
Orange, Indiana,B27001_005,22,Male,Under 6 years,No
Orange, Indiana,B27001_007,1695,Male,6 to 18 years,Yes
Orange, Indiana,B27001_008,77,Male,6 to 18 years,No
Orange, Indiana,B27001_010,607,Male,19 to 25 years,Yes
Orange, Indiana,B27001_011,170,Male,19 to 25 years,No
Orange, Indiana,B27001_013,820,Male,26 to 34 years,Yes
Orange, Indiana,B27001_014,164,Male,26 to 34 years,No
Orange, Indiana,B27001_016,963,Male,35 to 44 years,Yes
Orange, Indiana,B27001_017,103,Male,35 to 44 years,No
Orange, Indiana,B27001_019,1017,Male,45 to 54 years,Yes
