NAME,County,State,variable,estimate,Sex,Age,Public_HI
"Lyon County, Kentucky",Lyon, Kentucky,B27003_051,464,Female,55 to 64 years,No
"Lyon County, Kentucky",Lyon, Kentucky,B27003_053,600,Female,65 to 74 years,Yes
"Lyon County, Kentucky",Lyon, Kentucky,B27003_054,10,Female,65 to 74 years,No
"Lyon County, Kentucky",Lyon, Kentucky,B27003_056,402,Female,75 years and over,Yes
"Lyon County, Kentucky",Lyon, Kentucky,B27003_057,0,Female,75 years and over,No
"McCracken County, Kentucky",McCracken, Kentucky,B27003_004,1267,Male,Under 6 years,Yes
"McCracken County, Kentucky",McCracken, Kentucky,B27003_005,1254,Male,Under 6 years,No
"McCracken County, Kentucky",McCracken, Kentucky,B27003_007,2100,Male,6 to 18 years,Yes
"McCracken County, Kentucky",McCracken, Kentucky,B27003_008,3082,Male,6 to 18 years,No
"McCracken County, Kentucky",McCracken, Kentucky,B27003_010,602,Male,19 to 25 years,Yes
"McCracken County, Kentucky",McCracken, Kentucky,B27003_011,1723,Male,19 to 25 years,No
"McCracken County, Kentucky",McCracken, Kentucky,B27003_013,715,Male,26 to 34 years,Yes
"McCracken County, Kentucky",McCracken, Kentucky,B27003_014,2596,Male,26 to 34 years,No
"McCracken County, Kentucky",McCracken, Kentucky,B27003_016,860,Male,35 to 44 years,Yes
"McCracken County, Kentucky",McCracken, Kentucky,B27003_017,2899,Male,35 to 44 years,No
"McCracken County, Kentucky",McCracken, Kentucky,B27003_019,917,Male,45 to 54 years,Yes
"McCracken County, Kentucky",McCracken, Kentucky,B27003_020,3174,Male,45 to 54 years,No
"McCracken County, Kentucky",McCracken, Kentucky,B27003_022,1407,Male,55 to 64 years,Yes
"McCracken County, Kentucky",McCracken, Kentucky,B27003_023,3028,Male,55 to 64 years,No
"McCracken County, Kentucky",McCracken, Kentucky,B27003_025,2996,Male,65 to 74 years,Yes
"McCracken County, Kentucky",McCracken, Kentucky,B27003_026,109,Male,65 to 74 years,No
"McCracken County, Kentucky",McCracken, Kentucky,B27003_028,1952,Male,75 years and over,Yes
"McCracken County, Kentucky",McCracken, Kentucky,B27003_029,0,Male,75 years and over,No
"McCracken County, Kentucky",McCracken, Kentucky,B27003_032,1217,Female,Under 6 years,Yes
"McCracken County, Kentucky",McCracken, Kentucky,B27003_033,1119,Female,Under 6 years,No
"McCracken County, Kentucky",McCracken, Kentucky,B27003_035,1938,Female,6 to 18 years,Yes
"McCracken County, Kentucky",McCracken, Kentucky,B27003_036,3183,Female,6 to 18 years,No
"McCracken County, Kentucky",McCracken, Kentucky,B27003_038,1170,Female,19 to 25 years,Yes
"McCracken County, Kentucky",McCracken, Kentucky,B27003_039,1306,Female,19 to 25 years,No
"McCracken County, Kentucky",McCracken, Kentucky,B27003_041,938,Female,26 to 34 years,Yes
"McCracken County, Kentucky",McCracken, Kentucky,B27003_042,2530,Female,26 to 34 years,No
"McCracken County, Kentucky",McCracken, Kentucky,B27003_044,1137,Female,35 to 44 years,Yes
"McCracken County, Kentucky",McCracken, Kentucky,B27003_045,2803,Female,35 to 44 years,No
"McCracken County, Kentucky",McCracken, Kentucky,B27003_047,1158,Female,45 to 54 years,Yes
"McCracken County, Kentucky",McCracken, Kentucky,B27003_048,3180,Female,45 to 54 years,No
"McCracken County, Kentucky",McCracken, Kentucky,B27003_050,1686,Female,55 to 64 years,Yes
"McCracken County, Kentucky",McCracken, Kentucky,B27003_051,3159,Female,55 to 64 years,No
"McCracken County, Kentucky",McCracken, Kentucky,B27003_053,3680,Female,65 to 74 years,Yes
"McCracken County, Kentucky",McCracken, Kentucky,B27003_054,106,Female,65 to 74 years,No
"McCracken County, Kentucky",McCracken, Kentucky,B27003_056,3033,Female,75 years and over,Yes
"McCracken County, Kentucky",McCracken, Kentucky,B27003_057,42,Female,75 years and over,No
"McCreary County, Kentucky",McCreary, Kentucky,B27003_004,550,Male,Under 6 years,Yes
"McCreary County, Kentucky",McCreary, Kentucky,B27003_005,189,Male,Under 6 years,No
"McCreary County, Kentucky",McCreary, Kentucky,B27003_007,1019,Male,6 to 18 years,Yes
"McCreary County, Kentucky",McCreary, Kentucky,B27003_008,329,Male,6 to 18 years,No
"McCreary County, Kentucky",McCreary, Kentucky,B27003_010,326,Male,19 to 25 years,Yes
"McCreary County, Kentucky",McCreary, Kentucky,B27003_011,492,Male,19 to 25 years,No
"McCreary County, Kentucky",McCreary, Kentucky,B27003_013,460,Male,26 to 34 years,Yes
"McCreary County, Kentucky",McCreary, Kentucky,B27003_014,438,Male,26 to 34 years,No
"McCreary County, Kentucky",McCreary, Kentucky,B27003_016,543,Male,35 to 44 years,Yes
"McCreary County, Kentucky",McCreary, Kentucky,B27003_017,525,Male,35 to 44 years,No
"McCreary County, Kentucky",McCreary, Kentucky,B27003_019,466,Male,45 to 54 years,Yes
"McCreary County, Kentucky",McCreary, Kentucky,B27003_020,616,Male,45 to 54 years,No
"McCreary County, Kentucky",McCreary, Kentucky,B27003_022,760,Male,55 to 64 years,Yes
"McCreary County, Kentucky",McCreary, Kentucky,B27003_023,294,Male,55 to 64 years,No
"McCreary County, Kentucky",McCreary, Kentucky,B27003_025,775,Male,65 to 74 years,Yes
"McCreary County, Kentucky",McCreary, Kentucky,B27003_026,0,Male,65 to 74 years,No
"McCreary County, Kentucky",McCreary, Kentucky,B27003_028,413,Male,75 years and over,Yes
"McCreary County, Kentucky",McCreary, Kentucky,B27003_029,0,Male,75 years and over,No
"McCreary County, Kentucky",McCreary, Kentucky,B27003_032,531,Female,Under 6 years,Yes
"McCreary County, Kentucky",McCreary, Kentucky,B27003_033,30,Female,Under 6 years,No
"McCreary County, Kentucky",McCreary, Kentucky,B27003_035,954,Female,6 to 18 years,Yes
"McCreary County, Kentucky",McCreary, Kentucky,B27003_036,429,Female,6 to 18 years,No
"McCreary County, Kentucky",McCreary, Kentucky,B27003_038,414,Female,19 to 25 years,Yes
"McCreary County, Kentucky",McCreary, Kentucky,B27003_039,177,Female,19 to 25 years,No
"McCreary County, Kentucky",McCreary, Kentucky,B27003_041,506,Female,26 to 34 years,Yes
"McCreary County, Kentucky",McCreary, Kentucky,B27003_042,333,Female,26 to 34 years,No
"McCreary County, Kentucky",McCreary, Kentucky,B27003_044,483,Female,35 to 44 years,Yes
"McCreary County, Kentucky",McCreary, Kentucky,B27003_045,492,Female,35 to 44 years,No
"McCreary County, Kentucky",McCreary, Kentucky,B27003_047,545,Female,45 to 54 years,Yes
"McCreary County, Kentucky",McCreary, Kentucky,B27003_048,672,Female,45 to 54 years,No
"McCreary County, Kentucky",McCreary, Kentucky,B27003_050,755,Female,55 to 64 years,Yes
"McCreary County, Kentucky",McCreary, Kentucky,B27003_051,291,Female,55 to 64 years,No
"McCreary County, Kentucky",McCreary, Kentucky,B27003_053,846,Female,65 to 74 years,Yes
"McCreary County, Kentucky",McCreary, Kentucky,B27003_054,0,Female,65 to 74 years,No
"McCreary County, Kentucky",McCreary, Kentucky,B27003_056,517,Female,75 years and over,Yes
"McCreary County, Kentucky",McCreary, Kentucky,B27003_057,0,Female,75 years and over,No
"McLean County, Kentucky",McLean, Kentucky,B27003_004,244,Male,Under 6 years,Yes
"McLean County, Kentucky",McLean, Kentucky,B27003_005,99,Male,Under 6 years,No
"McLean County, Kentucky",McLean, Kentucky,B27003_007,345,Male,6 to 18 years,Yes
"McLean County, Kentucky",McLean, Kentucky,B27003_008,537,Male,6 to 18 years,No
"McLean County, Kentucky",McLean, Kentucky,B27003_010,82,Male,19 to 25 years,Yes
"McLean County, Kentucky",McLean, Kentucky,B27003_011,226,Male,19 to 25 years,No
"McLean County, Kentucky",McLean, Kentucky,B27003_013,51,Male,26 to 34 years,Yes
"McLean County, Kentucky",McLean, Kentucky,B27003_014,437,Male,26 to 34 years,No
"McLean County, Kentucky",McLean, Kentucky,B27003_016,89,Male,35 to 44 years,Yes
"McLean County, Kentucky",McLean, Kentucky,B27003_017,430,Male,35 to 44 years,No
"McLean County, Kentucky",McLean, Kentucky,B27003_019,110,Male,45 to 54 years,Yes
"McLean County, Kentucky",McLean, Kentucky,B27003_020,523,Male,45 to 54 years,No
"McLean County, Kentucky",McLean, Kentucky,B27003_022,199,Male,55 to 64 years,Yes
"McLean County, Kentucky",McLean, Kentucky,B27003_023,419,Male,55 to 64 years,No
"McLean County, Kentucky",McLean, Kentucky,B27003_025,501,Male,65 to 74 years,Yes
"McLean County, Kentucky",McLean, Kentucky,B27003_026,0,Male,65 to 74 years,No
"McLean County, Kentucky",McLean, Kentucky,B27003_028,274,Male,75 years and over,Yes
"McLean County, Kentucky",McLean, Kentucky,B27003_029,0,Male,75 years and over,No
"McLean County, Kentucky",McLean, Kentucky,B27003_032,195,Female,Under 6 years,Yes
"McLean County, Kentucky",McLean, Kentucky,B27003_033,159,Female,Under 6 years,No
"McLean County, Kentucky",McLean, Kentucky,B27003_035,301,Female,6 to 18 years,Yes
"McLean County, Kentucky",McLean, Kentucky,B27003_036,455,Female,6 to 18 years,No
"McLean County, Kentucky",McLean, Kentucky,B27003_038,153,Female,19 to 25 years,Yes
"McLean County, Kentucky",McLean, Kentucky,B27003_039,190,Female,19 to 25 years,No
"McLean County, Kentucky",McLean, Kentucky,B27003_041,128,Female,26 to 34 years,Yes
"McLean County, Kentucky",McLean, Kentucky,B27003_042,303,Female,26 to 34 years,No
"McLean County, Kentucky",McLean, Kentucky,B27003_044,145,Female,35 to 44 years,Yes
"McLean County, Kentucky",McLean, Kentucky,B27003_045,407,Female,35 to 44 years,No
"McLean County, Kentucky",McLean, Kentucky,B27003_047,158,Female,45 to 54 years,Yes
"McLean County, Kentucky",McLean, Kentucky,B27003_048,496,Female,45 to 54 years,No
"McLean County, Kentucky",McLean, Kentucky,B27003_050,211,Female,55 to 64 years,Yes
"McLean County, Kentucky",McLean, Kentucky,B27003_051,459,Female,55 to 64 years,No
"McLean County, Kentucky",McLean, Kentucky,B27003_053,507,Female,65 to 74 years,Yes
"McLean County, Kentucky",McLean, Kentucky,B27003_054,14,Female,65 to 74 years,No
"McLean County, Kentucky",McLean, Kentucky,B27003_056,389,Female,75 years and over,Yes
"McLean County, Kentucky",McLean, Kentucky,B27003_057,3,Female,75 years and over,No
"Madison County, Kentucky",Madison, Kentucky,B27003_004,1552,Male,Under 6 years,Yes
"Madison County, Kentucky",Madison, Kentucky,B27003_005,1891,Male,Under 6 years,No
"Madison County, Kentucky",Madison, Kentucky,B27003_007,2627,Male,6 to 18 years,Yes
"Madison County, Kentucky",Madison, Kentucky,B27003_008,4888,Male,6 to 18 years,No
"Madison County, Kentucky",Madison, Kentucky,B27003_010,1323,Male,19 to 25 years,Yes
"Madison County, Kentucky",Madison, Kentucky,B27003_011,5725,Male,19 to 25 years,No
"Madison County, Kentucky",Madison, Kentucky,B27003_013,1160,Male,26 to 34 years,Yes
"Madison County, Kentucky",Madison, Kentucky,B27003_014,3549,Male,26 to 34 years,No
"Madison County, Kentucky",Madison, Kentucky,B27003_016,1029,Male,35 to 44 years,Yes
"Madison County, Kentucky",Madison, Kentucky,B27003_017,4351,Male,35 to 44 years,No
"Madison County, Kentucky",Madison, Kentucky,B27003_019,1302,Male,45 to 54 years,Yes
"Madison County, Kentucky",Madison, Kentucky,B27003_020,3955,Male,45 to 54 years,No
"Madison County, Kentucky",Madison, Kentucky,B27003_022,1777,Male,55 to 64 years,Yes
"Madison County, Kentucky",Madison, Kentucky,B27003_023,3081,Male,55 to 64 years,No
"Madison County, Kentucky",Madison, Kentucky,B27003_025,3182,Male,65 to 74 years,Yes
"Madison County, Kentucky",Madison, Kentucky,B27003_026,95,Male,65 to 74 years,No
"Madison County, Kentucky",Madison, Kentucky,B27003_028,1690,Male,75 years and over,Yes
"Madison County, Kentucky",Madison, Kentucky,B27003_029,55,Male,75 years and over,No
"Madison County, Kentucky",Madison, Kentucky,B27003_032,1496,Female,Under 6 years,Yes
"Madison County, Kentucky",Madison, Kentucky,B27003_033,1626,Female,Under 6 years,No
"Madison County, Kentucky",Madison, Kentucky,B27003_035,2476,Female,6 to 18 years,Yes
"Madison County, Kentucky",Madison, Kentucky,B27003_036,5124,Female,6 to 18 years,No
"Madison County, Kentucky",Madison, Kentucky,B27003_038,1624,Female,19 to 25 years,Yes
"Madison County, Kentucky",Madison, Kentucky,B27003_039,6002,Female,19 to 25 years,No
"Madison County, Kentucky",Madison, Kentucky,B27003_041,1520,Female,26 to 34 years,Yes
"Madison County, Kentucky",Madison, Kentucky,B27003_042,3082,Female,26 to 34 years,No
"Madison County, Kentucky",Madison, Kentucky,B27003_044,1314,Female,35 to 44 years,Yes
"Madison County, Kentucky",Madison, Kentucky,B27003_045,4166,Female,35 to 44 years,No
"Madison County, Kentucky",Madison, Kentucky,B27003_047,1219,Female,45 to 54 years,Yes
"Madison County, Kentucky",Madison, Kentucky,B27003_048,4320,Female,45 to 54 years,No
"Madison County, Kentucky",Madison, Kentucky,B27003_050,1587,Female,55 to 64 years,Yes
"Madison County, Kentucky",Madison, Kentucky,B27003_051,3739,Female,55 to 64 years,No
"Madison County, Kentucky",Madison, Kentucky,B27003_053,3617,Female,65 to 74 years,Yes
"Madison County, Kentucky",Madison, Kentucky,B27003_054,160,Female,65 to 74 years,No
"Madison County, Kentucky",Madison, Kentucky,B27003_056,2508,Female,75 years and over,Yes
"Madison County, Kentucky",Madison, Kentucky,B27003_057,26,Female,75 years and over,No
"Magoffin County, Kentucky",Magoffin, Kentucky,B27003_004,355,Male,Under 6 years,Yes
"Magoffin County, Kentucky",Magoffin, Kentucky,B27003_005,99,Male,Under 6 years,No
"Magoffin County, Kentucky",Magoffin, Kentucky,B27003_007,814,Male,6 to 18 years,Yes
"Magoffin County, Kentucky",Magoffin, Kentucky,B27003_008,284,Male,6 to 18 years,No
"Magoffin County, Kentucky",Magoffin, Kentucky,B27003_010,238,Male,19 to 25 years,Yes
"Magoffin County, Kentucky",Magoffin, Kentucky,B27003_011,236,Male,19 to 25 years,No
"Magoffin County, Kentucky",Magoffin, Kentucky,B27003_013,236,Male,26 to 34 years,Yes
"Magoffin County, Kentucky",Magoffin, Kentucky,B27003_014,474,Male,26 to 34 years,No
"Magoffin County, Kentucky",Magoffin, Kentucky,B27003_016,271,Male,35 to 44 years,Yes
"Magoffin County, Kentucky",Magoffin, Kentucky,B27003_017,527,Male,35 to 44 years,No
"Magoffin County, Kentucky",Magoffin, Kentucky,B27003_019,626,Male,45 to 54 years,Yes
"Magoffin County, Kentucky",Magoffin, Kentucky,B27003_020,326,Male,45 to 54 years,No
"Magoffin County, Kentucky",Magoffin, Kentucky,B27003_022,523,Male,55 to 64 years,Yes
"Magoffin County, Kentucky",Magoffin, Kentucky,B27003_023,388,Male,55 to 64 years,No
"Magoffin County, Kentucky",Magoffin, Kentucky,B27003_025,573,Male,65 to 74 years,Yes
"Magoffin County, Kentucky",Magoffin, Kentucky,B27003_026,7,Male,65 to 74 years,No
"Magoffin County, Kentucky",Magoffin, Kentucky,B27003_028,295,Male,75 years and over,Yes
"Magoffin County, Kentucky",Magoffin, Kentucky,B27003_029,28,Male,75 years and over,No
"Magoffin County, Kentucky",Magoffin, Kentucky,B27003_032,336,Female,Under 6 years,Yes
"Magoffin County, Kentucky",Magoffin, Kentucky,B27003_033,63,Female,Under 6 years,No
"Magoffin County, Kentucky",Magoffin, Kentucky,B27003_035,621,Female,6 to 18 years,Yes
"Magoffin County, Kentucky",Magoffin, Kentucky,B27003_036,419,Female,6 to 18 years,No
"Magoffin County, Kentucky",Magoffin, Kentucky,B27003_038,302,Female,19 to 25 years,Yes
"Magoffin County, Kentucky",Magoffin, Kentucky,B27003_039,129,Female,19 to 25 years,No
"Magoffin County, Kentucky",Magoffin, Kentucky,B27003_041,310,Female,26 to 34 years,Yes
"Magoffin County, Kentucky",Magoffin, Kentucky,B27003_042,377,Female,26 to 34 years,No
"Magoffin County, Kentucky",Magoffin, Kentucky,B27003_044,258,Female,35 to 44 years,Yes
"Magoffin County, Kentucky",Magoffin, Kentucky,B27003_045,554,Female,35 to 44 years,No
"Magoffin County, Kentucky",Magoffin, Kentucky,B27003_047,399,Female,45 to 54 years,Yes
"Magoffin County, Kentucky",Magoffin, Kentucky,B27003_048,515,Female,45 to 54 years,No
"Magoffin County, Kentucky",Magoffin, Kentucky,B27003_050,543,Female,55 to 64 years,Yes
"Magoffin County, Kentucky",Magoffin, Kentucky,B27003_051,410,Female,55 to 64 years,No
"Magoffin County, Kentucky",Magoffin, Kentucky,B27003_053,586,Female,65 to 74 years,Yes
"Magoffin County, Kentucky",Magoffin, Kentucky,B27003_054,19,Female,65 to 74 years,No
"Magoffin County, Kentucky",Magoffin, Kentucky,B27003_056,390,Female,75 years and over,Yes
"Magoffin County, Kentucky",Magoffin, Kentucky,B27003_057,7,Female,75 years and over,No
"Marion County, Kentucky",Marion, Kentucky,B27003_004,269,Male,Under 6 years,Yes
"Marion County, Kentucky",Marion, Kentucky,B27003_005,362,Male,Under 6 years,No
"Marion County, Kentucky",Marion, Kentucky,B27003_007,1086,Male,6 to 18 years,Yes
"Marion County, Kentucky",Marion, Kentucky,B27003_008,966,Male,6 to 18 years,No
"Marion County, Kentucky",Marion, Kentucky,B27003_010,256,Male,19 to 25 years,Yes
"Marion County, Kentucky",Marion, Kentucky,B27003_011,513,Male,19 to 25 years,No
"Marion County, Kentucky",Marion, Kentucky,B27003_013,193,Male,26 to 34 years,Yes
"Marion County, Kentucky",Marion, Kentucky,B27003_014,509,Male,26 to 34 years,No
"Marion County, Kentucky",Marion, Kentucky,B27003_016,244,Male,35 to 44 years,Yes
"Marion County, Kentucky",Marion, Kentucky,B27003_017,892,Male,35 to 44 years,No
"Marion County, Kentucky",Marion, Kentucky,B27003_019,459,Male,45 to 54 years,Yes
"Marion County, Kentucky",Marion, Kentucky,B27003_020,902,Male,45 to 54 years,No
"Marion County, Kentucky",Marion, Kentucky,B27003_022,387,Male,55 to 64 years,Yes
"Marion County, Kentucky",Marion, Kentucky,B27003_023,865,Male,55 to 64 years,No
"Marion County, Kentucky",Marion, Kentucky,B27003_025,808,Male,65 to 74 years,Yes
"Marion County, Kentucky",Marion, Kentucky,B27003_026,8,Male,65 to 74 years,No
"Marion County, Kentucky",Marion, Kentucky,B27003_028,410,Male,75 years and over,Yes
"Marion County, Kentucky",Marion, Kentucky,B27003_029,3,Male,75 years and over,No
"Marion County, Kentucky",Marion, Kentucky,B27003_032,437,Female,Under 6 years,Yes
"Marion County, Kentucky",Marion, Kentucky,B27003_033,255,Female,Under 6 years,No
"Marion County, Kentucky",Marion, Kentucky,B27003_035,791,Female,6 to 18 years,Yes
"Marion County, Kentucky",Marion, Kentucky,B27003_036,738,Female,6 to 18 years,No
"Marion County, Kentucky",Marion, Kentucky,B27003_038,291,Female,19 to 25 years,Yes
"Marion County, Kentucky",Marion, Kentucky,B27003_039,384,Female,19 to 25 years,No
"Marion County, Kentucky",Marion, Kentucky,B27003_041,238,Female,26 to 34 years,Yes
"Marion County, Kentucky",Marion, Kentucky,B27003_042,754,Female,26 to 34 years,No
"Marion County, Kentucky",Marion, Kentucky,B27003_044,386,Female,35 to 44 years,Yes
"Marion County, Kentucky",Marion, Kentucky,B27003_045,810,Female,35 to 44 years,No
"Marion County, Kentucky",Marion, Kentucky,B27003_047,547,Female,45 to 54 years,Yes
"Marion County, Kentucky",Marion, Kentucky,B27003_048,794,Female,45 to 54 years,No
"Marion County, Kentucky",Marion, Kentucky,B27003_050,402,Female,55 to 64 years,Yes
"Marion County, Kentucky",Marion, Kentucky,B27003_051,814,Female,55 to 64 years,No
"Marion County, Kentucky",Marion, Kentucky,B27003_053,946,Female,65 to 74 years,Yes
"Marion County, Kentucky",Marion, Kentucky,B27003_054,16,Female,65 to 74 years,No
"Marion County, Kentucky",Marion, Kentucky,B27003_056,721,Female,75 years and over,Yes
"Marion County, Kentucky",Marion, Kentucky,B27003_057,15,Female,75 years and over,No
"Marshall County, Kentucky",Marshall, Kentucky,B27003_004,419,Male,Under 6 years,Yes
"Marshall County, Kentucky",Marshall, Kentucky,B27003_005,726,Male,Under 6 years,No
"Marshall County, Kentucky",Marshall, Kentucky,B27003_007,877,Male,6 to 18 years,Yes
"Marshall County, Kentucky",Marshall, Kentucky,B27003_008,1428,Male,6 to 18 years,No
"Marshall County, Kentucky",Marshall, Kentucky,B27003_010,359,Male,19 to 25 years,Yes
"Marshall County, Kentucky",Marshall, Kentucky,B27003_011,640,Male,19 to 25 years,No
"Marshall County, Kentucky",Marshall, Kentucky,B27003_013,359,Male,26 to 34 years,Yes
"Marshall County, Kentucky",Marshall, Kentucky,B27003_014,1123,Male,26 to 34 years,No
"Marshall County, Kentucky",Marshall, Kentucky,B27003_016,187,Male,35 to 44 years,Yes
"Marshall County, Kentucky",Marshall, Kentucky,B27003_017,1601,Male,35 to 44 years,No
"Marshall County, Kentucky",Marshall, Kentucky,B27003_019,589,Male,45 to 54 years,Yes
"Marshall County, Kentucky",Marshall, Kentucky,B27003_020,1424,Male,45 to 54 years,No
"Marshall County, Kentucky",Marshall, Kentucky,B27003_022,761,Male,55 to 64 years,Yes
"Marshall County, Kentucky",Marshall, Kentucky,B27003_023,1523,Male,55 to 64 years,No
"Marshall County, Kentucky",Marshall, Kentucky,B27003_025,1794,Male,65 to 74 years,Yes
"Marshall County, Kentucky",Marshall, Kentucky,B27003_026,20,Male,65 to 74 years,No
"Marshall County, Kentucky",Marshall, Kentucky,B27003_028,1176,Male,75 years and over,Yes
"Marshall County, Kentucky",Marshall, Kentucky,B27003_029,0,Male,75 years and over,No
"Marshall County, Kentucky",Marshall, Kentucky,B27003_032,474,Female,Under 6 years,Yes
"Marshall County, Kentucky",Marshall, Kentucky,B27003_033,464,Female,Under 6 years,No
"Marshall County, Kentucky",Marshall, Kentucky,B27003_035,669,Female,6 to 18 years,Yes
"Marshall County, Kentucky",Marshall, Kentucky,B27003_036,1674,Female,6 to 18 years,No
"Marshall County, Kentucky",Marshall, Kentucky,B27003_038,242,Female,19 to 25 years,Yes
"Marshall County, Kentucky",Marshall, Kentucky,B27003_039,704,Female,19 to 25 years,No
"Marshall County, Kentucky",Marshall, Kentucky,B27003_041,365,Female,26 to 34 years,Yes
"Marshall County, Kentucky",Marshall, Kentucky,B27003_042,1233,Female,26 to 34 years,No
"Marshall County, Kentucky",Marshall, Kentucky,B27003_044,244,Female,35 to 44 years,Yes
"Marshall County, Kentucky",Marshall, Kentucky,B27003_045,1654,Female,35 to 44 years,No
"Marshall County, Kentucky",Marshall, Kentucky,B27003_047,554,Female,45 to 54 years,Yes
"Marshall County, Kentucky",Marshall, Kentucky,B27003_048,1533,Female,45 to 54 years,No
"Marshall County, Kentucky",Marshall, Kentucky,B27003_050,590,Female,55 to 64 years,Yes
"Marshall County, Kentucky",Marshall, Kentucky,B27003_051,1750,Female,55 to 64 years,No
"Marshall County, Kentucky",Marshall, Kentucky,B27003_053,1954,Female,65 to 74 years,Yes
"Marshall County, Kentucky",Marshall, Kentucky,B27003_054,40,Female,65 to 74 years,No
"Marshall County, Kentucky",Marshall, Kentucky,B27003_056,1448,Female,75 years and over,Yes
"Marshall County, Kentucky",Marshall, Kentucky,B27003_057,4,Female,75 years and over,No
"Martin County, Kentucky",Martin, Kentucky,B27003_004,184,Male,Under 6 years,Yes
"Martin County, Kentucky",Martin, Kentucky,B27003_005,229,Male,Under 6 years,No
"Martin County, Kentucky",Martin, Kentucky,B27003_007,419,Male,6 to 18 years,Yes
"Martin County, Kentucky",Martin, Kentucky,B27003_008,476,Male,6 to 18 years,No
"Martin County, Kentucky",Martin, Kentucky,B27003_010,372,Male,19 to 25 years,Yes
"Martin County, Kentucky",Martin, Kentucky,B27003_011,281,Male,19 to 25 years,No
"Martin County, Kentucky",Martin, Kentucky,B27003_013,410,Male,26 to 34 years,Yes
"Martin County, Kentucky",Martin, Kentucky,B27003_014,419,Male,26 to 34 years,No
"Martin County, Kentucky",Martin, Kentucky,B27003_016,147,Male,35 to 44 years,Yes
"Martin County, Kentucky",Martin, Kentucky,B27003_017,464,Male,35 to 44 years,No
"Martin County, Kentucky",Martin, Kentucky,B27003_019,379,Male,45 to 54 years,Yes
"Martin County, Kentucky",Martin, Kentucky,B27003_020,146,Male,45 to 54 years,No
"Martin County, Kentucky",Martin, Kentucky,B27003_022,505,Male,55 to 64 years,Yes
"Martin County, Kentucky",Martin, Kentucky,B27003_023,159,Male,55 to 64 years,No
"Martin County, Kentucky",Martin, Kentucky,B27003_025,490,Male,65 to 74 years,Yes
"Martin County, Kentucky",Martin, Kentucky,B27003_026,0,Male,65 to 74 years,No
"Martin County, Kentucky",Martin, Kentucky,B27003_028,252,Male,75 years and over,Yes
"Martin County, Kentucky",Martin, Kentucky,B27003_029,0,Male,75 years and over,No
"Martin County, Kentucky",Martin, Kentucky,B27003_032,119,Female,Under 6 years,Yes
"Martin County, Kentucky",Martin, Kentucky,B27003_033,225,Female,Under 6 years,No
"Martin County, Kentucky",Martin, Kentucky,B27003_035,462,Female,6 to 18 years,Yes
"Martin County, Kentucky",Martin, Kentucky,B27003_036,390,Female,6 to 18 years,No
"Martin County, Kentucky",Martin, Kentucky,B27003_038,159,Female,19 to 25 years,Yes
"Martin County, Kentucky",Martin, Kentucky,B27003_039,197,Female,19 to 25 years,No
"Martin County, Kentucky",Martin, Kentucky,B27003_041,364,Female,26 to 34 years,Yes
"Martin County, Kentucky",Martin, Kentucky,B27003_042,202,Female,26 to 34 years,No
"Martin County, Kentucky",Martin, Kentucky,B27003_044,265,Female,35 to 44 years,Yes
"Martin County, Kentucky",Martin, Kentucky,B27003_045,406,Female,35 to 44 years,No
"Martin County, Kentucky",Martin, Kentucky,B27003_047,559,Female,45 to 54 years,Yes
"Martin County, Kentucky",Martin, Kentucky,B27003_048,219,Female,45 to 54 years,No
"Martin County, Kentucky",Martin, Kentucky,B27003_050,381,Female,55 to 64 years,Yes
"Martin County, Kentucky",Martin, Kentucky,B27003_051,408,Female,55 to 64 years,No
"Martin County, Kentucky",Martin, Kentucky,B27003_053,518,Female,65 to 74 years,Yes
"Martin County, Kentucky",Martin, Kentucky,B27003_054,18,Female,65 to 74 years,No
"Martin County, Kentucky",Martin, Kentucky,B27003_056,344,Female,75 years and over,Yes
"Martin County, Kentucky",Martin, Kentucky,B27003_057,9,Female,75 years and over,No
"Mason County, Kentucky",Mason, Kentucky,B27003_004,296,Male,Under 6 years,Yes
"Mason County, Kentucky",Mason, Kentucky,B27003_005,287,Male,Under 6 years,No
"Mason County, Kentucky",Mason, Kentucky,B27003_007,703,Male,6 to 18 years,Yes
"Mason County, Kentucky",Mason, Kentucky,B27003_008,884,Male,6 to 18 years,No
"Mason County, Kentucky",Mason, Kentucky,B27003_010,216,Male,19 to 25 years,Yes
"Mason County, Kentucky",Mason, Kentucky,B27003_011,595,Male,19 to 25 years,No
"Mason County, Kentucky",Mason, Kentucky,B27003_013,268,Male,26 to 34 years,Yes
"Mason County, Kentucky",Mason, Kentucky,B27003_014,635,Male,26 to 34 years,No
"Mason County, Kentucky",Mason, Kentucky,B27003_016,171,Male,35 to 44 years,Yes
"Mason County, Kentucky",Mason, Kentucky,B27003_017,698,Male,35 to 44 years,No
"Mason County, Kentucky",Mason, Kentucky,B27003_019,348,Male,45 to 54 years,Yes
"Mason County, Kentucky",Mason, Kentucky,B27003_020,804,Male,45 to 54 years,No
"Mason County, Kentucky",Mason, Kentucky,B27003_022,326,Male,55 to 64 years,Yes
"Mason County, Kentucky",Mason, Kentucky,B27003_023,851,Male,55 to 64 years,No
"Mason County, Kentucky",Mason, Kentucky,B27003_025,756,Male,65 to 74 years,Yes
"Mason County, Kentucky",Mason, Kentucky,B27003_026,16,Male,65 to 74 years,No
